State,Education_Status,Gender,Age_group,target
Lakshadweep,Post Graduate and Above,Male,0-100+,no
Lakshadweep,Graduate,Male,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,no
Lakshadweep,Diploma,Male,0-100+,no
Lakshadweep,Middle,Male,0-100+,no
Lakshadweep,Diploma,Female,0-100+,no
Lakshadweep,Matriculate/Secondary,Female,0-100+,no
Lakshadweep,Post Graduate and Above,Female,0-100+,no
Lakshadweep,No Education,Female,0-100+,no
Lakshadweep,Primary,Female,0-100+,no
Lakshadweep,Graduate,Female,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Lakshadweep,Middle,Female,0-100+,yes
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,no
Lakshadweep,Post Graduate and Above,Male,0-100+,no
Lakshadweep,Graduate,Male,0-100+,no
Lakshadweep,No Education,Male,0-100+,no
Lakshadweep,Middle,Male,0-100+,no
Lakshadweep,Diploma,Male,0-100+,no
Lakshadweep,Matriculate/Secondary,Male,0-100+,no
Lakshadweep,Primary,Male,0-100+,yes
Lakshadweep,Primary,Female,0-100+,no
Lakshadweep,Post Graduate and Above,Female,0-100+,no
Lakshadweep,Graduate,Female,0-100+,no
Lakshadweep,Diploma,Female,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Lakshadweep,No Education,Female,0-100+,no
Lakshadweep,Middle,Female,0-100+,no
Lakshadweep,Matriculate/Secondary,Female,0-100+,no
Lakshadweep,Graduate,Male,0-100+,no
Lakshadweep,Middle,Male,0-100+,no
Lakshadweep,Diploma,Male,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,no
Lakshadweep,Matriculate/Secondary,Male,0-100+,no
Lakshadweep,No Education,Male,0-100+,no
Lakshadweep,Post Graduate and Above,Male,0-100+,no
Lakshadweep,Primary,Male,0-100+,no
Lakshadweep,Middle,Female,0-100+,no
Lakshadweep,Graduate,Female,0-100+,no
Lakshadweep,No Education,Female,0-100+,no
Lakshadweep,Primary,Female,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Lakshadweep,Matriculate/Secondary,Female,0-100+,no
Lakshadweep,Post Graduate and Above,Female,0-100+,no
Lakshadweep,Diploma,Female,0-100+,no
Lakshadweep,No Education,Male,0-100+,no
Lakshadweep,Primary,Male,0-100+,no
Lakshadweep,Matriculate/Secondary,Male,0-100+,no
Lakshadweep,Post Graduate and Above,Male,0-100+,no
Lakshadweep,Middle,Male,0-100+,no
Lakshadweep,Diploma,Male,0-100+,no
Lakshadweep,Graduate,Male,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,no
Lakshadweep,Diploma,Female,0-100+,no
Lakshadweep,Post Graduate and Above,Female,0-100+,no
Lakshadweep,Middle,Female,0-100+,no
Lakshadweep,Primary,Female,0-100+,no
Lakshadweep,No Education,Female,0-100+,no
Lakshadweep,Graduate,Female,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Lakshadweep,Matriculate/Secondary,Female,0-100+,yes
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,no
Lakshadweep,Graduate,Male,0-100+,yes
Lakshadweep,Post Graduate and Above,Male,0-100+,no
Lakshadweep,No Education,Male,0-100+,no
Lakshadweep,Primary,Male,0-100+,no
Lakshadweep,Middle,Male,0-100+,no
Lakshadweep,Matriculate/Secondary,Male,0-100+,no
Lakshadweep,Diploma,Male,0-100+,no
Lakshadweep,Primary,Female,0-100+,no
Lakshadweep,Graduate,Female,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Lakshadweep,Post Graduate and Above,Female,0-100+,no
Lakshadweep,Diploma,Female,0-100+,no
Lakshadweep,Matriculate/Secondary,Female,0-100+,yes
Lakshadweep,No Education,Female,0-100+,no
Lakshadweep,Middle,Female,0-100+,no
Lakshadweep,Graduate,Male,0-100+,no
Lakshadweep,Middle,Male,0-100+,no
Lakshadweep,Diploma,Male,0-100+,no
Lakshadweep,Matriculate/Secondary,Male,0-100+,yes
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,no
Lakshadweep,No Education,Male,0-100+,no
Lakshadweep,Post Graduate and Above,Male,0-100+,no
Lakshadweep,Primary,Male,0-100+,no
Lakshadweep,Graduate,Female,0-100+,no
Lakshadweep,No Education,Female,0-100+,no
Lakshadweep,Middle,Female,0-100+,no
Lakshadweep,Primary,Female,0-100+,no
Lakshadweep,Post Graduate and Above,Female,0-100+,no
Lakshadweep,Matriculate/Secondary,Female,0-100+,no
Lakshadweep,Diploma,Female,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Lakshadweep,No Education,Male,0-100+,no
Lakshadweep,Post Graduate and Above,Male,0-100+,no
Lakshadweep,Primary,Male,0-100+,no
Lakshadweep,Matriculate/Secondary,Male,0-100+,no
Lakshadweep,Middle,Male,0-100+,no
Lakshadweep,Graduate,Male,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,no
Lakshadweep,Diploma,Male,0-100+,no
Lakshadweep,Diploma,Female,0-100+,no
Lakshadweep,Post Graduate and Above,Female,0-100+,no
Lakshadweep,Middle,Female,0-100+,no
Lakshadweep,No Education,Female,0-100+,no
Lakshadweep,Primary,Female,0-100+,no
Lakshadweep,Graduate,Female,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Lakshadweep,Matriculate/Secondary,Female,0-100+,yes
Lakshadweep,Post Graduate and Above,Male,0-100+,no
Lakshadweep,Graduate,Male,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,no
Lakshadweep,No Education,Male,0-100+,no
Lakshadweep,Primary,Male,0-100+,no
Lakshadweep,Middle,Male,0-100+,no
Lakshadweep,Matriculate/Secondary,Male,0-100+,no
Lakshadweep,Diploma,Male,0-100+,no
Lakshadweep,Middle,Female,0-100+,yes
Lakshadweep,Primary,Female,0-100+,no
Lakshadweep,Diploma,Female,0-100+,no
Lakshadweep,Graduate,Female,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Lakshadweep,Post Graduate and Above,Female,0-100+,no
Lakshadweep,No Education,Female,0-100+,no
Lakshadweep,Matriculate/Secondary,Female,0-100+,no
Lakshadweep,Graduate,Male,0-100+,no
Lakshadweep,Middle,Male,0-100+,no
Lakshadweep,Diploma,Male,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,no
Lakshadweep,Matriculate/Secondary,Male,0-100+,no
Lakshadweep,No Education,Male,0-100+,no
Lakshadweep,Primary,Male,0-100+,no
Lakshadweep,Post Graduate and Above,Male,0-100+,no
Lakshadweep,No Education,Female,0-100+,no
Lakshadweep,Middle,Female,0-100+,no
Lakshadweep,Graduate,Female,0-100+,no
Lakshadweep,Primary,Female,0-100+,no
Lakshadweep,Matriculate/Secondary,Female,0-100+,no
Lakshadweep,Diploma,Female,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Lakshadweep,Post Graduate and Above,Female,0-100+,no
Lakshadweep,No Education,Male,0-100+,no
Lakshadweep,Primary,Male,0-100+,no
Lakshadweep,Matriculate/Secondary,Male,0-100+,no
Lakshadweep,Post Graduate and Above,Male,0-100+,no
Lakshadweep,Middle,Male,0-100+,no
Lakshadweep,Graduate,Male,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,no
Lakshadweep,Diploma,Male,0-100+,no
Lakshadweep,Diploma,Female,0-100+,no
Lakshadweep,Post Graduate and Above,Female,0-100+,no
Lakshadweep,Matriculate/Secondary,Female,0-100+,no
Lakshadweep,No Education,Female,0-100+,no
Lakshadweep,Primary,Female,0-100+,no
Lakshadweep,Middle,Female,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Lakshadweep,Graduate,Female,0-100+,no
Lakshadweep,Post Graduate and Above,Male,0-100+,no
Lakshadweep,Graduate,Male,0-100+,no
Lakshadweep,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,no
Lakshadweep,Middle,Male,0-100+,no
Lakshadweep,Diploma,Male,0-100+,no
Lakshadweep,Primary,Male,0-100+,yes
Lakshadweep,Matriculate/Secondary,Male,0-100+,no
Lakshadweep,No Education,Male,0-100+,no
Madhya Pradesh,Matriculate/Secondary,Female,0-100+,yes
Madhya Pradesh,Primary,Female,0-100+,yes
Madhya Pradesh,No Education,Female,0-100+,yes
Madhya Pradesh,Middle,Female,0-100+,yes
Madhya Pradesh,Diploma,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Madhya Pradesh,Graduate,Female,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Female,0-100+,yes
Madhya Pradesh,Graduate,Male,0-100+,yes
Madhya Pradesh,Middle,Male,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Male,0-100+,yes
Madhya Pradesh,Diploma,Male,0-100+,yes
Madhya Pradesh,Primary,Male,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Male,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Madhya Pradesh,No Education,Male,0-100+,yes
Madhya Pradesh,No Education,Female,0-100+,yes
Madhya Pradesh,Diploma,Female,0-100+,yes
Madhya Pradesh,Graduate,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Madhya Pradesh,Primary,Female,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Female,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Female,0-100+,yes
Madhya Pradesh,Middle,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Male,0-100+,yes
Madhya Pradesh,Middle,Male,0-100+,yes
Madhya Pradesh,Diploma,Male,0-100+,yes
Madhya Pradesh,No Education,Male,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Male,0-100+,yes
Madhya Pradesh,Primary,Male,0-100+,yes
Madhya Pradesh,Graduate,Male,0-100+,yes
Madhya Pradesh,Diploma,Female,0-100+,yes
Madhya Pradesh,Middle,Female,0-100+,yes
Madhya Pradesh,Primary,Female,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Female,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Female,0-100+,yes
Madhya Pradesh,Graduate,Female,0-100+,yes
Madhya Pradesh,No Education,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Madhya Pradesh,No Education,Male,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Male,0-100+,yes
Madhya Pradesh,Graduate,Male,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Male,0-100+,yes
Madhya Pradesh,Diploma,Male,0-100+,yes
Madhya Pradesh,Middle,Male,0-100+,yes
Madhya Pradesh,Primary,Male,0-100+,yes
Madhya Pradesh,Middle,Female,0-100+,yes
Madhya Pradesh,Diploma,Female,0-100+,yes
Madhya Pradesh,Primary,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Madhya Pradesh,No Education,Female,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Female,0-100+,yes
Madhya Pradesh,Graduate,Female,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Female,0-100+,yes
Madhya Pradesh,Middle,Male,0-100+,yes
Madhya Pradesh,Diploma,Male,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Male,0-100+,yes
Madhya Pradesh,No Education,Male,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Madhya Pradesh,Primary,Male,0-100+,yes
Madhya Pradesh,Graduate,Male,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Male,0-100+,yes
Madhya Pradesh,Graduate,Female,0-100+,yes
Madhya Pradesh,Primary,Female,0-100+,yes
Madhya Pradesh,No Education,Female,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Madhya Pradesh,Middle,Female,0-100+,yes
Madhya Pradesh,Diploma,Female,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Female,0-100+,yes
Madhya Pradesh,No Education,Male,0-100+,yes
Madhya Pradesh,Diploma,Male,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Male,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Male,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Madhya Pradesh,Primary,Male,0-100+,yes
Madhya Pradesh,Middle,Male,0-100+,yes
Madhya Pradesh,Graduate,Male,0-100+,yes
Madhya Pradesh,Graduate,Female,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Female,0-100+,yes
Madhya Pradesh,Primary,Female,0-100+,yes
Madhya Pradesh,Middle,Female,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Madhya Pradesh,No Education,Female,0-100+,yes
Madhya Pradesh,Diploma,Female,0-100+,yes
Madhya Pradesh,No Education,Male,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Male,0-100+,yes
Madhya Pradesh,Graduate,Male,0-100+,yes
Madhya Pradesh,Diploma,Male,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Male,0-100+,yes
Madhya Pradesh,Middle,Male,0-100+,yes
Madhya Pradesh,Primary,Male,0-100+,yes
Madhya Pradesh,Graduate,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Madhya Pradesh,No Education,Female,0-100+,yes
Madhya Pradesh,Diploma,Female,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Female,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Female,0-100+,yes
Madhya Pradesh,Primary,Female,0-100+,yes
Madhya Pradesh,Middle,Female,0-100+,yes
Madhya Pradesh,Primary,Male,0-100+,yes
Madhya Pradesh,Graduate,Male,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Male,0-100+,yes
Madhya Pradesh,Middle,Male,0-100+,yes
Madhya Pradesh,Diploma,Male,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Male,0-100+,yes
Madhya Pradesh,No Education,Male,0-100+,yes
Madhya Pradesh,No Education,Female,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Female,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Female,0-100+,yes
Madhya Pradesh,Graduate,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Madhya Pradesh,Middle,Female,0-100+,yes
Madhya Pradesh,Diploma,Female,0-100+,yes
Madhya Pradesh,Primary,Female,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Male,0-100+,yes
Madhya Pradesh,Diploma,Male,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Male,0-100+,yes
Madhya Pradesh,Primary,Male,0-100+,yes
Madhya Pradesh,Graduate,Male,0-100+,yes
Madhya Pradesh,No Education,Male,0-100+,yes
Madhya Pradesh,Middle,Male,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Female,0-100+,yes
Madhya Pradesh,Graduate,Female,0-100+,yes
Madhya Pradesh,No Education,Female,0-100+,yes
Madhya Pradesh,Primary,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Madhya Pradesh,Middle,Female,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Female,0-100+,yes
Madhya Pradesh,Diploma,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Madhya Pradesh,No Education,Male,0-100+,yes
Madhya Pradesh,Graduate,Male,0-100+,yes
Madhya Pradesh,Middle,Male,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Male,0-100+,yes
Madhya Pradesh,Diploma,Male,0-100+,yes
Madhya Pradesh,Primary,Male,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Male,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Female,0-100+,yes
Madhya Pradesh,Primary,Female,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Madhya Pradesh,No Education,Female,0-100+,yes
Madhya Pradesh,Graduate,Female,0-100+,yes
Madhya Pradesh,Middle,Female,0-100+,yes
Madhya Pradesh,Diploma,Female,0-100+,yes
Madhya Pradesh,Middle,Male,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Male,0-100+,yes
Madhya Pradesh,Diploma,Male,0-100+,yes
Madhya Pradesh,Primary,Male,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Male,0-100+,yes
Madhya Pradesh,No Education,Male,0-100+,yes
Madhya Pradesh,Graduate,Male,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Madhya Pradesh,Middle,Female,0-100+,yes
Madhya Pradesh,Primary,Female,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Female,0-100+,yes
Madhya Pradesh,Graduate,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Madhya Pradesh,No Education,Female,0-100+,yes
Madhya Pradesh,Diploma,Female,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Female,0-100+,yes
Madhya Pradesh,No Education,Male,0-100+,yes
Madhya Pradesh,Diploma,Male,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Male,0-100+,yes
Madhya Pradesh,Graduate,Male,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Male,0-100+,yes
Madhya Pradesh,Middle,Male,0-100+,yes
Madhya Pradesh,Primary,Male,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Madhya Pradesh,Middle,Female,0-100+,yes
Madhya Pradesh,No Education,Female,0-100+,yes
Madhya Pradesh,Primary,Female,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Female,0-100+,yes
Madhya Pradesh,Graduate,Female,0-100+,yes
Madhya Pradesh,Diploma,Female,0-100+,yes
Madhya Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Madhya Pradesh,Middle,Male,0-100+,yes
Madhya Pradesh,Post Graduate and Above,Male,0-100+,yes
Madhya Pradesh,Matriculate/Secondary,Male,0-100+,yes
Madhya Pradesh,Primary,Male,0-100+,yes
Madhya Pradesh,Diploma,Male,0-100+,yes
Madhya Pradesh,Graduate,Male,0-100+,yes
Madhya Pradesh,No Education,Male,0-100+,yes
Maharashtra,Graduate,Female,0-100+,yes
Maharashtra,Primary,Female,0-100+,yes
Maharashtra,Diploma,Female,0-100+,yes
Maharashtra,Matriculate/Secondary,Female,0-100+,yes
Maharashtra,No Education,Female,0-100+,yes
Maharashtra,Middle,Female,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Maharashtra,Post Graduate and Above,Female,0-100+,yes
Maharashtra,Post Graduate and Above,Male,0-100+,yes
Maharashtra,Primary,Male,0-100+,yes
Maharashtra,Matriculate/Secondary,Male,0-100+,yes
Maharashtra,Diploma,Male,0-100+,yes
Maharashtra,Graduate,Male,0-100+,yes
Maharashtra,Middle,Male,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Maharashtra,No Education,Male,0-100+,yes
Maharashtra,Graduate,Female,0-100+,yes
Maharashtra,Primary,Female,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Maharashtra,Middle,Female,0-100+,yes
Maharashtra,No Education,Female,0-100+,yes
Maharashtra,Diploma,Female,0-100+,yes
Maharashtra,Matriculate/Secondary,Female,0-100+,yes
Maharashtra,Post Graduate and Above,Female,0-100+,yes
Maharashtra,No Education,Male,0-100+,yes
Maharashtra,Graduate,Male,0-100+,yes
Maharashtra,Diploma,Male,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Maharashtra,Middle,Male,0-100+,yes
Maharashtra,Post Graduate and Above,Male,0-100+,yes
Maharashtra,Primary,Male,0-100+,yes
Maharashtra,Matriculate/Secondary,Male,0-100+,yes
Maharashtra,Diploma,Female,0-100+,yes
Maharashtra,Post Graduate and Above,Female,0-100+,yes
Maharashtra,Matriculate/Secondary,Female,0-100+,yes
Maharashtra,Middle,Female,0-100+,yes
Maharashtra,Primary,Female,0-100+,yes
Maharashtra,No Education,Female,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Maharashtra,Graduate,Female,0-100+,yes
Maharashtra,Post Graduate and Above,Male,0-100+,yes
Maharashtra,Middle,Male,0-100+,yes
Maharashtra,Diploma,Male,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Maharashtra,Graduate,Male,0-100+,yes
Maharashtra,Primary,Male,0-100+,yes
Maharashtra,Matriculate/Secondary,Male,0-100+,yes
Maharashtra,No Education,Male,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Maharashtra,Middle,Female,0-100+,yes
Maharashtra,Post Graduate and Above,Female,0-100+,yes
Maharashtra,Graduate,Female,0-100+,yes
Maharashtra,Primary,Female,0-100+,yes
Maharashtra,Matriculate/Secondary,Female,0-100+,yes
Maharashtra,Diploma,Female,0-100+,yes
Maharashtra,No Education,Female,0-100+,yes
Maharashtra,Graduate,Male,0-100+,yes
Maharashtra,No Education,Male,0-100+,yes
Maharashtra,Primary,Male,0-100+,yes
Maharashtra,Matriculate/Secondary,Male,0-100+,yes
Maharashtra,Middle,Male,0-100+,yes
Maharashtra,Post Graduate and Above,Male,0-100+,yes
Maharashtra,Diploma,Male,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Maharashtra,No Education,Female,0-100+,yes
Maharashtra,Post Graduate and Above,Female,0-100+,yes
Maharashtra,Matriculate/Secondary,Female,0-100+,yes
Maharashtra,Middle,Female,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Maharashtra,Graduate,Female,0-100+,yes
Maharashtra,Primary,Female,0-100+,yes
Maharashtra,Diploma,Female,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Maharashtra,Matriculate/Secondary,Male,0-100+,yes
Maharashtra,Primary,Male,0-100+,yes
Maharashtra,Diploma,Male,0-100+,yes
Maharashtra,Middle,Male,0-100+,yes
Maharashtra,Post Graduate and Above,Male,0-100+,yes
Maharashtra,Graduate,Male,0-100+,yes
Maharashtra,No Education,Male,0-100+,yes
Maharashtra,Diploma,Female,0-100+,yes
Maharashtra,Post Graduate and Above,Female,0-100+,yes
Maharashtra,Primary,Female,0-100+,yes
Maharashtra,No Education,Female,0-100+,yes
Maharashtra,Graduate,Female,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Maharashtra,Middle,Female,0-100+,yes
Maharashtra,Matriculate/Secondary,Female,0-100+,yes
Maharashtra,Diploma,Male,0-100+,yes
Maharashtra,Matriculate/Secondary,Male,0-100+,yes
Maharashtra,No Education,Male,0-100+,yes
Maharashtra,Primary,Male,0-100+,yes
Maharashtra,Post Graduate and Above,Male,0-100+,yes
Maharashtra,Middle,Male,0-100+,yes
Maharashtra,Graduate,Male,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Maharashtra,Diploma,Female,0-100+,yes
Maharashtra,Post Graduate and Above,Female,0-100+,yes
Maharashtra,Graduate,Female,0-100+,yes
Maharashtra,Primary,Female,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Maharashtra,Matriculate/Secondary,Female,0-100+,yes
Maharashtra,Middle,Female,0-100+,yes
Maharashtra,No Education,Female,0-100+,yes
Maharashtra,No Education,Male,0-100+,yes
Maharashtra,Post Graduate and Above,Male,0-100+,yes
Maharashtra,Matriculate/Secondary,Male,0-100+,yes
Maharashtra,Middle,Male,0-100+,yes
Maharashtra,Graduate,Male,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Maharashtra,Diploma,Male,0-100+,yes
Maharashtra,Primary,Male,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Maharashtra,Middle,Female,0-100+,yes
Maharashtra,Diploma,Female,0-100+,yes
Maharashtra,Matriculate/Secondary,Female,0-100+,yes
Maharashtra,Post Graduate and Above,Female,0-100+,yes
Maharashtra,No Education,Female,0-100+,yes
Maharashtra,Graduate,Female,0-100+,yes
Maharashtra,Primary,Female,0-100+,yes
Maharashtra,No Education,Male,0-100+,yes
Maharashtra,Diploma,Male,0-100+,yes
Maharashtra,Primary,Male,0-100+,yes
Maharashtra,Matriculate/Secondary,Male,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Maharashtra,Graduate,Male,0-100+,yes
Maharashtra,Middle,Male,0-100+,yes
Maharashtra,Post Graduate and Above,Male,0-100+,yes
Maharashtra,Post Graduate and Above,Female,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Maharashtra,Matriculate/Secondary,Female,0-100+,yes
Maharashtra,Primary,Female,0-100+,yes
Maharashtra,Graduate,Female,0-100+,yes
Maharashtra,No Education,Female,0-100+,yes
Maharashtra,Middle,Female,0-100+,yes
Maharashtra,Diploma,Female,0-100+,yes
Maharashtra,No Education,Male,0-100+,yes
Maharashtra,Graduate,Male,0-100+,yes
Maharashtra,Post Graduate and Above,Male,0-100+,yes
Maharashtra,Primary,Male,0-100+,yes
Maharashtra,Matriculate/Secondary,Male,0-100+,yes
Maharashtra,Middle,Male,0-100+,yes
Maharashtra,Diploma,Male,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Maharashtra,Diploma,Female,0-100+,yes
Maharashtra,Graduate,Female,0-100+,yes
Maharashtra,Primary,Female,0-100+,yes
Maharashtra,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Maharashtra,No Education,Female,0-100+,yes
Maharashtra,Post Graduate and Above,Female,0-100+,yes
Maharashtra,Matriculate/Secondary,Female,0-100+,yes
Maharashtra,Middle,Female,0-100+,yes
Maharashtra,Matriculate/Secondary,Male,0-100+,yes
