State,Professional_Profile,Gender,Age_group,target
Haryana,Farming/Agriculture Activity,Female,60+,yes
Haryana,House Wife,Male,60+,no
Haryana,Farming/Agriculture Activity,Male,60+,yes
Haryana,Public Sector Undertaking,Male,60+,no
Haryana,Student,Male,60+,no
Haryana,Retired Person,Male,60+,yes
Haryana,Service (Private),Male,60+,yes
Haryana,Self-employed (Business activity),Male,60+,yes
Haryana,Others (Please Specify),Male,60+,yes
Haryana,Unemployed,Male,60+,yes
Haryana,Others (Please Specify),Male,60+,yes
Haryana,Professional Activity,Male,60+,yes
Haryana,Service (Government),Male,60+,no
Haryana,Retired Person,Female,0-14,no
Haryana,Service (Government),Female,0-14,no
Haryana,Unemployed,Female,0-14,yes
Haryana,Student,Female,0-14,yes
Haryana,House Wife,Female,0-14,no
Haryana,Others (Please Specify),Female,0-14,yes
Haryana,Farming/Agriculture Activity,Female,0-14,no
Haryana,Others (Please Specify),Female,0-14,yes
Haryana,Self-employed (Business activity),Female,0-14,no
Haryana,Service (Private),Female,0-14,no
Haryana,Professional Activity,Female,0-14,no
Haryana,Public Sector Undertaking,Female,0-14,no
Haryana,Service (Private),Male,0-14,yes
Haryana,Others (Please Specify),Male,0-14,yes
Haryana,Unemployed,Male,0-14,yes
Haryana,Others (Please Specify),Male,0-14,yes
Haryana,Farming/Agriculture Activity,Male,0-14,yes
Haryana,Professional Activity,Male,0-14,no
Haryana,Self-employed (Business activity),Male,0-14,no
Haryana,House Wife,Male,0-14,no
Haryana,Public Sector Undertaking,Male,0-14,no
Haryana,Student,Male,0-14,yes
Haryana,Service (Government),Male,0-14,no
Haryana,Retired Person,Male,0-14,no
Haryana,Service (Private),Female,15-29,yes
Haryana,Public Sector Undertaking,Female,15-29,yes
Haryana,Self-employed (Business activity),Female,15-29,yes
Haryana,Professional Activity,Female,15-29,no
Haryana,Others (Please Specify),Female,15-29,yes
Haryana,Farming/Agriculture Activity,Female,15-29,yes
Haryana,Student,Female,15-29,yes
Haryana,Retired Person,Female,15-29,no
Haryana,Service (Government),Female,15-29,yes
Haryana,Others (Please Specify),Female,15-29,yes
Haryana,House Wife,Female,15-29,yes
Haryana,Unemployed,Female,15-29,yes
Haryana,Unemployed,Male,15-29,yes
Haryana,House Wife,Male,15-29,no
Haryana,Farming/Agriculture Activity,Male,15-29,yes
Haryana,Self-employed (Business activity),Male,15-29,yes
Haryana,Retired Person,Male,15-29,no
Haryana,Public Sector Undertaking,Male,15-29,yes
Haryana,Others (Please Specify),Male,15-29,yes
Haryana,Professional Activity,Male,15-29,yes
Haryana,Service (Government),Male,15-29,yes
Haryana,Others (Please Specify),Male,15-29,yes
Haryana,Student,Male,15-29,yes
Haryana,Service (Private),Male,15-29,yes
Haryana,Retired Person,Female,30-44,no
Haryana,House Wife,Female,30-44,yes
Haryana,Service (Private),Female,30-44,yes
Haryana,Service (Government),Female,30-44,yes
Haryana,Self-employed (Business activity),Female,30-44,no
Haryana,Others (Please Specify),Female,30-44,yes
Haryana,Professional Activity,Female,30-44,no
Haryana,Student,Female,30-44,yes
Haryana,Farming/Agriculture Activity,Female,30-44,yes
Haryana,Unemployed,Female,30-44,yes
Haryana,Public Sector Undertaking,Female,30-44,yes
Haryana,Others (Please Specify),Female,30-44,yes
Haryana,Self-employed (Business activity),Male,30-44,yes
Haryana,Unemployed,Male,30-44,yes
Haryana,Retired Person,Male,30-44,no
Haryana,Professional Activity,Male,30-44,yes
Haryana,Student,Male,30-44,yes
Haryana,Service (Government),Male,30-44,yes
Haryana,Service (Private),Male,30-44,yes
Haryana,House Wife,Male,30-44,no
Haryana,Others (Please Specify),Male,30-44,yes
Haryana,Farming/Agriculture Activity,Male,30-44,yes
Haryana,Others (Please Specify),Male,30-44,yes
Haryana,Public Sector Undertaking,Male,30-44,yes
Haryana,Retired Person,Female,45-59,yes
Haryana,Student,Female,45-59,no
Haryana,Others (Please Specify),Female,45-59,yes
Haryana,Unemployed,Female,45-59,yes
Haryana,Service (Private),Female,45-59,yes
Haryana,Professional Activity,Female,45-59,no
Haryana,Self-employed (Business activity),Female,45-59,no
Haryana,Farming/Agriculture Activity,Female,45-59,yes
Haryana,Others (Please Specify),Female,45-59,yes
Haryana,Public Sector Undertaking,Female,45-59,yes
Haryana,House Wife,Female,45-59,yes
Haryana,Service (Government),Female,45-59,yes
Haryana,Retired Person,Male,45-59,yes
Haryana,Public Sector Undertaking,Male,45-59,yes
Haryana,Self-employed (Business activity),Male,45-59,yes
Haryana,Service (Government),Male,45-59,yes
Haryana,Professional Activity,Male,45-59,yes
Haryana,Service (Private),Male,45-59,yes
Haryana,Others (Please Specify),Male,45-59,yes
Haryana,Farming/Agriculture Activity,Male,45-59,yes
Haryana,Unemployed,Male,45-59,yes
Haryana,Student,Male,45-59,no
Haryana,House Wife,Male,45-59,no
Haryana,Others (Please Specify),Male,45-59,yes
Haryana,Retired Person,Female,60+,yes
Haryana,Farming/Agriculture Activity,Female,60+,no
Haryana,Others (Please Specify),Female,60+,yes
Haryana,House Wife,Female,60+,yes
Haryana,Unemployed,Female,60+,no
Haryana,Student,Female,60+,no
Haryana,Professional Activity,Female,60+,no
Haryana,Others (Please Specify),Female,60+,yes
Haryana,Service (Government),Female,60+,no
Haryana,Public Sector Undertaking,Female,60+,no
Haryana,Self-employed (Business activity),Female,60+,no
Haryana,Service (Private),Female,60+,no
Haryana,Unemployed,Male,60+,yes
Haryana,Professional Activity,Male,60+,no
Haryana,Retired Person,Male,60+,yes
Haryana,Service (Private),Male,60+,yes
Haryana,Self-employed (Business activity),Male,60+,yes
Haryana,Service (Government),Male,60+,no
Haryana,House Wife,Male,60+,no
Haryana,Others (Please Specify),Male,60+,yes
Haryana,Public Sector Undertaking,Male,60+,no
Haryana,Farming/Agriculture Activity,Male,60+,yes
Haryana,Others (Please Specify),Male,60+,yes
Haryana,Student,Male,60+,no
Haryana,Service (Government),Female,0-14,no
Haryana,House Wife,Female,0-14,yes
Haryana,Service (Private),Female,0-14,no
Haryana,Self-employed (Business activity),Female,0-14,no
Haryana,Farming/Agriculture Activity,Female,0-14,no
Haryana,Others (Please Specify),Female,0-14,yes
Haryana,Others (Please Specify),Female,0-14,yes
Haryana,Student,Female,0-14,yes
Haryana,Unemployed,Female,0-14,yes
Haryana,Retired Person,Female,0-14,no
Haryana,Professional Activity,Female,0-14,no
Haryana,Public Sector Undertaking,Female,0-14,no
Haryana,House Wife,Male,0-14,no
Haryana,Professional Activity,Male,0-14,no
Haryana,Unemployed,Male,0-14,yes
Haryana,Farming/Agriculture Activity,Male,0-14,no
Haryana,Others (Please Specify),Male,0-14,yes
Haryana,Service (Government),Male,0-14,no
Haryana,Service (Private),Male,0-14,no
Haryana,Others (Please Specify),Male,0-14,yes
Haryana,Self-employed (Business activity),Male,0-14,no
Haryana,Public Sector Undertaking,Male,0-14,no
Haryana,Retired Person,Male,0-14,no
Haryana,Student,Male,0-14,yes
Haryana,Others (Please Specify),Female,15-29,yes
Haryana,Professional Activity,Female,15-29,no
Haryana,Farming/Agriculture Activity,Female,15-29,yes
Haryana,Public Sector Undertaking,Female,15-29,yes
Haryana,Service (Private),Female,15-29,yes
Haryana,Self-employed (Business activity),Female,15-29,no
Haryana,Student,Female,15-29,yes
Haryana,Others (Please Specify),Female,15-29,yes
Haryana,House Wife,Female,15-29,yes
Haryana,Unemployed,Female,15-29,yes
Haryana,Retired Person,Female,15-29,no
Haryana,Service (Government),Female,15-29,yes
Haryana,Others (Please Specify),Male,15-29,yes
Haryana,Farming/Agriculture Activity,Male,15-29,yes
Haryana,Others (Please Specify),Male,15-29,yes
Haryana,Retired Person,Male,15-29,no
Haryana,Public Sector Undertaking,Male,15-29,yes
Haryana,Professional Activity,Male,15-29,yes
Haryana,Service (Private),Male,15-29,yes
Haryana,Self-employed (Business activity),Male,15-29,yes
Haryana,Unemployed,Male,15-29,yes
Haryana,House Wife,Male,15-29,no
Haryana,Student,Male,15-29,yes
Haryana,Service (Government),Male,15-29,yes
Haryana,Retired Person,Female,30-44,no
Haryana,Professional Activity,Female,30-44,no
Haryana,Others (Please Specify),Female,30-44,yes
Haryana,Others (Please Specify),Female,30-44,yes
Haryana,House Wife,Female,30-44,yes
Haryana,Student,Female,30-44,no
Haryana,Service (Government),Female,30-44,yes
Haryana,Self-employed (Business activity),Female,30-44,no
Haryana,Farming/Agriculture Activity,Female,30-44,yes
Haryana,Public Sector Undertaking,Female,30-44,yes
Haryana,Service (Private),Female,30-44,yes
Haryana,Unemployed,Female,30-44,yes
Haryana,Professional Activity,Male,30-44,yes
Haryana,Others (Please Specify),Male,30-44,yes
Haryana,Student,Male,30-44,yes
Haryana,Unemployed,Male,30-44,yes
Haryana,Self-employed (Business activity),Male,30-44,yes
Haryana,House Wife,Male,30-44,no
Haryana,Retired Person,Male,30-44,no
Haryana,Service (Government),Male,30-44,yes
Haryana,Others (Please Specify),Male,30-44,yes
Haryana,Farming/Agriculture Activity,Male,30-44,yes
Haryana,Service (Private),Male,30-44,yes
Haryana,Public Sector Undertaking,Male,30-44,yes
Haryana,Professional Activity,Female,45-59,no
Haryana,Retired Person,Female,45-59,no
Haryana,Unemployed,Female,45-59,yes
Haryana,Farming/Agriculture Activity,Female,45-59,yes
Haryana,Service (Government),Female,45-59,yes
Haryana,Public Sector Undertaking,Female,45-59,yes
Haryana,Others (Please Specify),Female,45-59,yes
Haryana,Service (Private),Female,45-59,yes
Haryana,Others (Please Specify),Female,45-59,yes
Haryana,Student,Female,45-59,no
Haryana,House Wife,Female,45-59,yes
Haryana,Self-employed (Business activity),Female,45-59,no
Haryana,Unemployed,Male,45-59,yes
Haryana,Retired Person,Male,45-59,no
Haryana,Self-employed (Business activity),Male,45-59,yes
Haryana,Others (Please Specify),Male,45-59,yes
Haryana,Service (Government),Male,45-59,yes
Haryana,Student,Male,45-59,no
Haryana,Professional Activity,Male,45-59,yes
Haryana,Service (Private),Male,45-59,yes
Haryana,House Wife,Male,45-59,no
Haryana,Farming/Agriculture Activity,Male,45-59,yes
Haryana,Others (Please Specify),Male,45-59,yes
Haryana,Public Sector Undertaking,Male,45-59,yes
Haryana,Professional Activity,Female,60+,no
Haryana,Others (Please Specify),Female,60+,yes
Haryana,Public Sector Undertaking,Female,60+,no
Haryana,House Wife,Female,60+,yes
Haryana,Service (Government),Female,60+,no
Haryana,Retired Person,Female,60+,no
Haryana,Others (Please Specify),Female,60+,yes
Haryana,Self-employed (Business activity),Female,60+,no
Haryana,Service (Private),Female,60+,no
Haryana,Farming/Agriculture Activity,Female,60+,no
Haryana,Unemployed,Female,60+,no
Haryana,Student,Female,60+,no
Haryana,Self-employed (Business activity),Male,60+,yes
Haryana,Farming/Agriculture Activity,Male,60+,yes
Haryana,Retired Person,Male,60+,yes
Haryana,Student,Male,60+,no
Haryana,Public Sector Undertaking,Male,60+,no
Haryana,Professional Activity,Male,60+,no
Haryana,Service (Government),Male,60+,no
Haryana,Service (Private),Male,60+,yes
Haryana,Others (Please Specify),Male,60+,yes
Haryana,House Wife,Male,60+,no
Haryana,Others (Please Specify),Male,60+,yes
Haryana,Unemployed,Male,60+,yes
Haryana,Farming/Agriculture Activity,Female,0-14,yes
Haryana,Others (Please Specify),Female,0-14,yes
Haryana,House Wife,Female,0-14,yes
Haryana,Others (Please Specify),Female,0-14,yes
Haryana,Self-employed (Business activity),Female,0-14,no
Haryana,Retired Person,Female,0-14,no
Haryana,Service (Private),Female,0-14,yes
Haryana,Public Sector Undertaking,Female,0-14,no
Haryana,Service (Government),Female,0-14,no
Haryana,Student,Female,0-14,yes
Haryana,Unemployed,Female,0-14,no
Haryana,Professional Activity,Female,0-14,yes
Haryana,Unemployed,Male,0-14,yes
Haryana,Others (Please Specify),Male,0-14,yes
Haryana,House Wife,Male,0-14,no
Haryana,Retired Person,Male,0-14,no
Haryana,Public Sector Undertaking,Male,0-14,no
Haryana,Farming/Agriculture Activity,Male,0-14,yes
Haryana,Service (Government),Male,0-14,no
Haryana,Others (Please Specify),Male,0-14,yes
Haryana,Service (Private),Male,0-14,no
Haryana,Professional Activity,Male,0-14,no
Haryana,Student,Male,0-14,yes
Haryana,Self-employed (Business activity),Male,0-14,no
Haryana,Self-employed (Business activity),Female,15-29,no
Haryana,Retired Person,Female,15-29,no
Haryana,Unemployed,Female,15-29,yes
Haryana,Service (Private),Female,15-29,yes
Haryana,Professional Activity,Female,15-29,no
Haryana,Farming/Agriculture Activity,Female,15-29,yes
Haryana,House Wife,Female,15-29,yes
Haryana,Student,Female,15-29,yes
Haryana,Service (Government),Female,15-29,yes
Haryana,Others (Please Specify),Female,15-29,yes
Haryana,Public Sector Undertaking,Female,15-29,yes
Haryana,Others (Please Specify),Female,15-29,yes
Haryana,Self-employed (Business activity),Male,15-29,yes
Haryana,House Wife,Male,15-29,no
Haryana,Farming/Agriculture Activity,Male,15-29,yes
Haryana,Others (Please Specify),Male,15-29,yes
Haryana,Service (Private),Male,15-29,yes
Haryana,Others (Please Specify),Male,15-29,yes
Haryana,Student,Male,15-29,yes
Haryana,Public Sector Undertaking,Male,15-29,yes
Haryana,Unemployed,Male,15-29,yes
Haryana,Professional Activity,Male,15-29,yes
Haryana,Service (Government),Male,15-29,yes
Haryana,Retired Person,Male,15-29,no
Haryana,Others (Please Specify),Female,30-44,yes
Haryana,Unemployed,Female,30-44,yes
Haryana,Service (Private),Female,30-44,yes
Haryana,Professional Activity,Female,30-44,no
Haryana,House Wife,Female,30-44,yes
Haryana,Others (Please Specify),Female,30-44,yes
Haryana,Student,Female,30-44,yes
Haryana,Retired Person,Female,30-44,yes
Haryana,Service (Government),Female,30-44,yes
Haryana,Farming/Agriculture Activity,Female,30-44,yes
Haryana,Public Sector Undertaking,Female,30-44,yes
Haryana,Self-employed (Business activity),Female,30-44,no
Haryana,Public Sector Undertaking,Male,30-44,yes
Haryana,Unemployed,Male,30-44,yes
Haryana,Retired Person,Male,30-44,yes
Haryana,House Wife,Male,30-44,no
Haryana,Professional Activity,Male,30-44,yes
Haryana,Farming/Agriculture Activity,Male,30-44,yes
Haryana,Self-employed (Business activity),Male,30-44,yes
Haryana,Service (Private),Male,30-44,yes
Haryana,Student,Male,30-44,yes
Haryana,Others (Please Specify),Male,30-44,yes
Haryana,Service (Government),Male,30-44,yes
Haryana,Others (Please Specify),Male,30-44,yes
Haryana,Others (Please Specify),Female,45-59,yes
Haryana,Professional Activity,Female,45-59,no
Haryana,Retired Person,Female,45-59,yes
Haryana,Service (Government),Female,45-59,no
Haryana,Self-employed (Business activity),Female,45-59,no
Haryana,House Wife,Female,45-59,yes
Haryana,Public Sector Undertaking,Female,45-59,no
Haryana,Unemployed,Female,45-59,yes
Haryana,Farming/Agriculture Activity,Female,45-59,yes
Haryana,Service (Private),Female,45-59,yes
Haryana,Others (Please Specify),Female,45-59,yes
Haryana,Student,Female,45-59,no
Haryana,Retired Person,Male,45-59,yes
Haryana,Self-employed (Business activity),Male,45-59,yes
Haryana,Service (Government),Male,45-59,yes
Haryana,Service (Private),Male,45-59,yes
Haryana,House Wife,Male,45-59,no
Haryana,Farming/Agriculture Activity,Male,45-59,yes
Haryana,Public Sector Undertaking,Male,45-59,yes
Haryana,Others (Please Specify),Male,45-59,yes
Haryana,Student,Male,45-59,no
Haryana,Unemployed,Male,45-59,yes
Haryana,Professional Activity,Male,45-59,no
Haryana,Others (Please Specify),Male,45-59,yes
Haryana,Retired Person,Female,60+,yes
Haryana,Unemployed,Female,60+,yes
Haryana,Professional Activity,Female,60+,no
Haryana,Student,Female,60+,no
Haryana,Public Sector Undertaking,Female,60+,no
Haryana,Self-employed (Business activity),Female,60+,no
Haryana,Others (Please Specify),Female,60+,no
Haryana,Farming/Agriculture Activity,Female,60+,no
Haryana,House Wife,Female,60+,yes
Haryana,Service (Government),Female,60+,no
Haryana,Service (Private),Female,60+,no
Haryana,Others (Please Specify),Female,60+,yes
Haryana,Service (Private),Male,60+,no
Haryana,Professional Activity,Male,60+,yes
Haryana,Retired Person,Male,60+,yes
Haryana,House Wife,Male,60+,no
Haryana,Others (Please Specify),Male,60+,yes
Haryana,Others (Please Specify),Male,60+,yes
Haryana,Public Sector Undertaking,Male,60+,no
Haryana,Student,Male,60+,no
Haryana,Farming/Agriculture Activity,Male,60+,yes
Haryana,Unemployed,Male,60+,yes
Haryana,Self-employed (Business activity),Male,60+,yes
Haryana,Service (Government),Male,60+,no
Haryana,House Wife,Female,0-14,yes
Haryana,Service (Government),Female,0-14,no
Haryana,Retired Person,Female,0-14,no
Haryana,Student,Female,0-14,yes
Haryana,Others (Please Specify),Female,0-14,no
Haryana,Others (Please Specify),Female,0-14,yes
Haryana,Farming/Agriculture Activity,Female,0-14,no
Haryana,Unemployed,Female,0-14,no
Haryana,Service (Private),Female,0-14,no
Haryana,Self-employed (Business activity),Female,0-14,no
Haryana,Professional Activity,Female,0-14,no
Haryana,Public Sector Undertaking,Female,0-14,no
Haryana,Unemployed,Male,0-14,yes
Haryana,Service (Private),Male,0-14,no
Haryana,Others (Please Specify),Male,0-14,yes
Haryana,Self-employed (Business activity),Male,0-14,no
Haryana,Student,Male,0-14,yes
Haryana,Professional Activity,Male,0-14,no
Haryana,Others (Please Specify),Male,0-14,yes
Haryana,Farming/Agriculture Activity,Male,0-14,no
Haryana,Retired Person,Male,0-14,yes
Haryana,Service (Government),Male,0-14,no
Haryana,Public Sector Undertaking,Male,0-14,no
Haryana,House Wife,Male,0-14,no
Haryana,Student,Female,15-29,yes
Haryana,Public Sector Undertaking,Female,15-29,yes
Haryana,Self-employed (Business activity),Female,15-29,yes
Haryana,Farming/Agriculture Activity,Female,15-29,yes
Haryana,Professional Activity,Female,15-29,yes
Haryana,Unemployed,Female,15-29,yes
Haryana,Service (Government),Female,15-29,yes
Haryana,House Wife,Female,15-29,yes
Haryana,Others (Please Specify),Female,15-29,yes
Haryana,Service (Private),Female,15-29,yes
Haryana,Others (Please Specify),Female,15-29,yes
Haryana,Retired Person,Female,15-29,yes
Haryana,Professional Activity,Male,15-29,yes
Haryana,House Wife,Male,15-29,no
Haryana,Others (Please Specify),Male,15-29,yes
Haryana,Unemployed,Male,15-29,yes
Haryana,Public Sector Undertaking,Male,15-29,yes
Haryana,Retired Person,Male,15-29,yes
Haryana,Service (Private),Male,15-29,yes
Haryana,Farming/Agriculture Activity,Male,15-29,yes
Haryana,Self-employed (Business activity),Male,15-29,yes
Haryana,Student,Male,15-29,yes
Haryana,Service (Government),Male,15-29,yes
Haryana,Others (Please Specify),Male,15-29,yes
Haryana,Others (Please Specify),Female,30-44,yes
Haryana,Service (Private),Female,30-44,yes
Haryana,Retired Person,Female,30-44,no
Haryana,House Wife,Female,30-44,yes
Haryana,Farming/Agriculture Activity,Female,30-44,yes
Haryana,Public Sector Undertaking,Female,30-44,yes
Haryana,Professional Activity,Female,30-44,no
Haryana,Unemployed,Female,30-44,yes
Haryana,Service (Government),Female,30-44,yes
Haryana,Student,Female,30-44,no
Haryana,Self-employed (Business activity),Female,30-44,yes
Haryana,Others (Please Specify),Female,30-44,yes
Haryana,Public Sector Undertaking,Male,30-44,yes
Haryana,Retired Person,Male,30-44,yes
Haryana,Service (Government),Male,30-44,yes
Haryana,Professional Activity,Male,30-44,yes
Haryana,Student,Male,30-44,yes
Haryana,Farming/Agriculture Activity,Male,30-44,yes
Haryana,House Wife,Male,30-44,no
Haryana,Others (Please Specify),Male,30-44,yes
Haryana,Others (Please Specify),Male,30-44,yes
Haryana,Unemployed,Male,30-44,yes
Haryana,Service (Private),Male,30-44,yes
Haryana,Self-employed (Business activity),Male,30-44,yes
Haryana,Public Sector Undertaking,Female,45-59,no
Haryana,Unemployed,Female,45-59,yes
Haryana,Service (Private),Female,45-59,yes
Haryana,Others (Please Specify),Female,45-59,yes
Haryana,Others (Please Specify),Female,45-59,yes
Haryana,Professional Activity,Female,45-59,no
Haryana,Self-employed (Business activity),Female,45-59,no
Haryana,House Wife,Female,45-59,yes
Haryana,Farming/Agriculture Activity,Female,45-59,yes
Haryana,Service (Government),Female,45-59,no
Haryana,Student,Female,45-59,no
Haryana,Retired Person,Female,45-59,no
Haryana,Service (Private),Male,45-59,yes
Haryana,Professional Activity,Male,45-59,yes
Haryana,Service (Government),Male,45-59,yes
Haryana,Public Sector Undertaking,Male,45-59,yes
Haryana,Retired Person,Male,45-59,yes
Haryana,Unemployed,Male,45-59,yes
Haryana,Others (Please Specify),Male,45-59,yes
Haryana,Others (Please Specify),Male,45-59,yes
Haryana,Farming/Agriculture Activity,Male,45-59,yes
Haryana,Self-employed (Business activity),Male,45-59,yes
Haryana,Student,Male,45-59,no
Haryana,House Wife,Male,45-59,no
Haryana,Retired Person,Female,60+,no
Haryana,Farming/Agriculture Activity,Female,60+,no
Haryana,House Wife,Female,60+,yes
Haryana,Others (Please Specify),Female,60+,yes
Haryana,Others (Please Specify),Female,60+,yes
Haryana,Student,Female,60+,no
Haryana,Professional Activity,Female,60+,no
Haryana,Unemployed,Female,60+,yes
Haryana,Service (Government),Female,60+,no
Haryana,Public Sector Undertaking,Female,60+,no
Haryana,Self-employed (Business activity),Female,60+,no
Haryana,Service (Private),Female,60+,yes
Haryana,Farming/Agriculture Activity,Male,60+,yes
Haryana,Professional Activity,Male,60+,no
Haryana,Self-employed (Business activity),Male,60+,yes
Haryana,Others (Please Specify),Male,60+,yes
Haryana,Service (Private),Male,60+,yes
Haryana,Others (Please Specify),Male,60+,yes
Haryana,Service (Government),Male,60+,no
Haryana,Unemployed,Male,60+,yes
Haryana,Student,Male,60+,no
Haryana,Public Sector Undertaking,Male,60+,no
Haryana,Retired Person,Male,60+,yes
Haryana,House Wife,Male,60+,no
Haryana,Service (Government),Female,0-14,no
Haryana,Others (Please Specify),Female,0-14,yes
Haryana,House Wife,Female,0-14,no
Haryana,Service (Private),Female,0-14,no
Haryana,Self-employed (Business activity),Female,0-14,no
Haryana,Farming/Agriculture Activity,Female,0-14,no
Haryana,Unemployed,Female,0-14,no
Haryana,Retired Person,Female,0-14,no
Haryana,Others (Please Specify),Female,0-14,yes
Haryana,Professional Activity,Female,0-14,no
Haryana,Public Sector Undertaking,Female,0-14,no
Haryana,Student,Female,0-14,yes
Haryana,House Wife,Male,0-14,no
Haryana,Professional Activity,Male,0-14,no
Haryana,Service (Government),Male,0-14,no
Haryana,Farming/Agriculture Activity,Male,0-14,no
Haryana,Others (Please Specify),Male,0-14,yes
Haryana,Unemployed,Male,0-14,yes
Haryana,Self-employed (Business activity),Male,0-14,no
Haryana,Public Sector Undertaking,Male,0-14,no
Haryana,Others (Please Specify),Male,0-14,yes
Haryana,Service (Private),Male,0-14,no
Haryana,Student,Male,0-14,yes
Haryana,Retired Person,Male,0-14,no
Haryana,Farming/Agriculture Activity,Female,15-29,no
Haryana,Professional Activity,Female,15-29,no
Haryana,Student,Female,15-29,yes
Haryana,Others (Please Specify),Female,15-29,yes
Haryana,Unemployed,Female,15-29,yes
Haryana,Self-employed (Business activity),Female,15-29,no
Haryana,Service (Government),Female,15-29,yes
Haryana,Retired Person,Female,15-29,yes
Haryana,House Wife,Female,15-29,yes
Haryana,Others (Please Specify),Female,15-29,yes
Haryana,Public Sector Undertaking,Female,15-29,yes
Haryana,Service (Private),Female,15-29,yes
Haryana,Unemployed,Male,15-29,yes
Haryana,Self-employed (Business activity),Male,15-29,yes
Haryana,Service (Private),Male,15-29,yes
Haryana,Others (Please Specify),Male,15-29,yes
Haryana,Professional Activity,Male,15-29,yes
Haryana,House Wife,Male,15-29,no
Haryana,Others (Please Specify),Male,15-29,yes
Haryana,Service (Government),Male,15-29,yes
Haryana,Farming/Agriculture Activity,Male,15-29,yes
Haryana,Public Sector Undertaking,Male,15-29,yes
Haryana,Retired Person,Male,15-29,yes
Haryana,Student,Male,15-29,yes
Haryana,Others (Please Specify),Female,30-44,yes
Haryana,Service (Private),Female,30-44,yes
Haryana,Professional Activity,Female,30-44,no
Haryana,Retired Person,Female,30-44,no
Haryana,Service (Government),Female,30-44,yes
Haryana,Others (Please Specify),Female,30-44,yes
Haryana,Public Sector Undertaking,Female,30-44,yes
Haryana,Farming/Agriculture Activity,Female,30-44,no
Haryana,House Wife,Female,30-44,yes
Haryana,Unemployed,Female,30-44,yes
Haryana,Self-employed (Business activity),Female,30-44,yes
Haryana,Student,Female,30-44,yes
Haryana,Unemployed,Male,30-44,yes
Haryana,Others (Please Specify),Male,30-44,yes
Haryana,House Wife,Male,30-44,no
Haryana,Retired Person,Male,30-44,yes
Haryana,Service (Government),Male,30-44,yes
Haryana,Service (Private),Male,30-44,yes
Haryana,Professional Activity,Male,30-44,yes
Haryana,Self-employed (Business activity),Male,30-44,yes
Haryana,Farming/Agriculture Activity,Male,30-44,yes
Haryana,Student,Male,30-44,yes
Haryana,Others (Please Specify),Male,30-44,yes
Haryana,Public Sector Undertaking,Male,30-44,yes
Haryana,Professional Activity,Female,45-59,no
Haryana,Retired Person,Female,45-59,no
Haryana,House Wife,Female,45-59,yes
Haryana,Self-employed (Business activity),Female,45-59,yes
Haryana,Public Sector Undertaking,Female,45-59,yes
Haryana,Others (Please Specify),Female,45-59,yes
Haryana,Others (Please Specify),Female,45-59,yes
Haryana,Service (Government),Female,45-59,no
Haryana,Farming/Agriculture Activity,Female,45-59,no
Haryana,Unemployed,Female,45-59,yes
Haryana,Service (Private),Female,45-59,no
Haryana,Student,Female,45-59,yes
Haryana,Self-employed (Business activity),Male,45-59,yes
Haryana,Student,Male,45-59,no
Haryana,Service (Private),Male,45-59,yes
Haryana,Others (Please Specify),Male,45-59,yes
Haryana,Public Sector Undertaking,Male,45-59,yes
Haryana,Professional Activity,Male,45-59,yes
Haryana,Others (Please Specify),Male,45-59,yes
Haryana,Farming/Agriculture Activity,Male,45-59,yes
Haryana,Service (Government),Male,45-59,yes
Haryana,House Wife,Male,45-59,no
Haryana,Retired Person,Male,45-59,yes
Haryana,Unemployed,Male,45-59,yes
Haryana,Professional Activity,Female,60+,no
Haryana,Others (Please Specify),Female,60+,yes
Haryana,Others (Please Specify),Female,60+,yes
Haryana,Public Sector Undertaking,Female,60+,no
Haryana,Service (Government),Female,60+,no
Haryana,Retired Person,Female,60+,yes
Haryana,Unemployed,Female,60+,no
Haryana,Self-employed (Business activity),Female,60+,no
Haryana,Service (Private),Female,60+,no
Haryana,Farming/Agriculture Activity,Female,60+,no
Haryana,House Wife,Female,60+,yes
Haryana,Student,Female,60+,no
Haryana,Student,Male,60+,no
Haryana,Public Sector Undertaking,Male,60+,no
Haryana,Professional Activity,Male,60+,no
Haryana,Others (Please Specify),Male,60+,yes
Haryana,Others (Please Specify),Male,60+,yes
Haryana,Service (Private),Male,60+,yes
Haryana,House Wife,Male,60+,no
Haryana,Farming/Agriculture Activity,Male,60+,yes
Haryana,Unemployed,Male,60+,yes
Haryana,Retired Person,Male,60+,yes
Haryana,Self-employed (Business activity),Male,60+,yes
Haryana,Service (Government),Male,60+,yes
Haryana,House Wife,Female,0-14,no
Haryana,Professional Activity,Female,0-14,no
Haryana,Public Sector Undertaking,Female,0-14,no
Haryana,Service (Private),Female,0-14,no
Haryana,Others (Please Specify),Female,0-14,no
Haryana,Retired Person,Female,0-14,no
Haryana,Self-employed (Business activity),Female,0-14,no
Haryana,Student,Female,0-14,yes
Haryana,Others (Please Specify),Female,0-14,yes
Haryana,Service (Government),Female,0-14,no
Haryana,Unemployed,Female,0-14,no
Haryana,Farming/Agriculture Activity,Female,0-14,no
Haryana,Unemployed,Male,0-14,no
Haryana,Retired Person,Male,0-14,no
Haryana,House Wife,Male,0-14,no
Haryana,Service (Government),Male,0-14,no
Haryana,Others (Please Specify),Male,0-14,yes
Haryana,Farming/Agriculture Activity,Male,0-14,no
Haryana,Others (Please Specify),Male,0-14,no
