State,Social_Status,Gender,Age_group,target
Delhi (Ut),Never Married,Female,0-100+,yes
Delhi (Ut),Widowed/Widower,Female,0-100+,yes
Delhi (Ut),Seperated,Female,0-100+,yes
Delhi (Ut),Divorcee,Female,0-100+,no
Delhi (Ut),Married,Female,0-100+,yes
Delhi (Ut),Seperated,Male,0-100+,yes
Delhi (Ut),Married,Male,0-100+,yes
Delhi (Ut),Never Married,Male,0-100+,yes
Delhi (Ut),Divorcee,Male,0-100+,yes
Delhi (Ut),Widowed/Widower,Male,0-100+,yes
Delhi (Ut),Married,Female,0-100+,yes
Delhi (Ut),Divorcee,Female,0-100+,yes
Delhi (Ut),Widowed/Widower,Female,0-100+,yes
Delhi (Ut),Seperated,Female,0-100+,yes
Delhi (Ut),Never Married,Female,0-100+,yes
Delhi (Ut),Married,Male,0-100+,yes
Delhi (Ut),Divorcee,Male,0-100+,yes
Delhi (Ut),Seperated,Male,0-100+,yes
Delhi (Ut),Widowed/Widower,Male,0-100+,yes
Delhi (Ut),Never Married,Male,0-100+,yes
Delhi (Ut),Divorcee,Female,0-100+,yes
Delhi (Ut),Never Married,Female,0-100+,yes
Delhi (Ut),Seperated,Female,0-100+,yes
Delhi (Ut),Widowed/Widower,Female,0-100+,yes
Delhi (Ut),Married,Female,0-100+,yes
Delhi (Ut),Never Married,Male,0-100+,yes
Delhi (Ut),Married,Male,0-100+,yes
Delhi (Ut),Widowed/Widower,Male,0-100+,yes
Delhi (Ut),Divorcee,Male,0-100+,yes
Delhi (Ut),Seperated,Male,0-100+,yes
Delhi (Ut),Divorcee,Female,0-100+,yes
Delhi (Ut),Widowed/Widower,Female,0-100+,yes
Delhi (Ut),Married,Female,0-100+,yes
Delhi (Ut),Never Married,Female,0-100+,yes
Delhi (Ut),Seperated,Female,0-100+,yes
Delhi (Ut),Seperated,Male,0-100+,yes
Delhi (Ut),Married,Male,0-100+,yes
Delhi (Ut),Widowed/Widower,Male,0-100+,yes
Delhi (Ut),Divorcee,Male,0-100+,yes
Delhi (Ut),Never Married,Male,0-100+,yes
Goa,Married,Female,0-100+,yes
Goa,Never Married,Female,0-100+,yes
Goa,Seperated,Female,0-100+,no
Goa,Divorcee,Female,0-100+,no
Goa,Widowed/Widower,Female,0-100+,yes
Goa,Married,Male,0-100+,yes
Goa,Widowed/Widower,Male,0-100+,yes
Goa,Divorcee,Male,0-100+,no
Goa,Never Married,Male,0-100+,yes
Goa,Seperated,Male,0-100+,yes
Goa,Seperated,Female,0-100+,yes
Goa,Married,Female,0-100+,yes
Goa,Widowed/Widower,Female,0-100+,yes
Goa,Divorcee,Female,0-100+,no
Goa,Never Married,Female,0-100+,yes
Goa,Widowed/Widower,Male,0-100+,yes
Goa,Seperated,Male,0-100+,no
Goa,Never Married,Male,0-100+,yes
Goa,Divorcee,Male,0-100+,no
Goa,Married,Male,0-100+,yes
Goa,Seperated,Female,0-100+,no
Goa,Divorcee,Female,0-100+,no
Goa,Married,Female,0-100+,yes
Goa,Widowed/Widower,Female,0-100+,yes
Goa,Never Married,Female,0-100+,yes
Goa,Divorcee,Male,0-100+,no
Goa,Never Married,Male,0-100+,yes
Goa,Widowed/Widower,Male,0-100+,yes
Goa,Married,Male,0-100+,yes
Goa,Seperated,Male,0-100+,no
Goa,Seperated,Female,0-100+,no
Goa,Widowed/Widower,Female,0-100+,yes
Goa,Divorcee,Female,0-100+,no
Goa,Married,Female,0-100+,yes
Goa,Never Married,Female,0-100+,yes
Goa,Widowed/Widower,Male,0-100+,yes
Goa,Divorcee,Male,0-100+,no
Goa,Never Married,Male,0-100+,yes
Goa,Seperated,Male,0-100+,yes
Goa,Married,Male,0-100+,yes
Goa,Seperated,Female,0-100+,yes
Goa,Married,Female,0-100+,yes
Goa,Never Married,Female,0-100+,yes
Goa,Widowed/Widower,Female,0-100+,yes
Goa,Divorcee,Female,0-100+,no
Goa,Widowed/Widower,Male,0-100+,yes
Goa,Never Married,Male,0-100+,yes
Goa,Divorcee,Male,0-100+,no
Goa,Married,Male,0-100+,yes
Goa,Seperated,Male,0-100+,no
Goa,Never Married,Female,0-100+,yes
Goa,Seperated,Female,0-100+,no
Goa,Divorcee,Female,0-100+,no
Goa,Widowed/Widower,Female,0-100+,yes
Goa,Married,Female,0-100+,yes
Goa,Never Married,Male,0-100+,yes
Goa,Divorcee,Male,0-100+,no
Goa,Widowed/Widower,Male,0-100+,yes
Goa,Married,Male,0-100+,yes
Goa,Seperated,Male,0-100+,no
Goa,Married,Female,0-100+,yes
Goa,Seperated,Female,0-100+,no
Goa,Never Married,Female,0-100+,yes
Goa,Widowed/Widower,Female,0-100+,yes
Goa,Divorcee,Female,0-100+,no
Goa,Divorcee,Male,0-100+,no
Goa,Widowed/Widower,Male,0-100+,yes
Goa,Seperated,Male,0-100+,no
Goa,Never Married,Male,0-100+,yes
Goa,Married,Male,0-100+,yes
Goa,Never Married,Female,0-100+,yes
Goa,Widowed/Widower,Female,0-100+,yes
Goa,Married,Female,0-100+,yes
Goa,Divorcee,Female,0-100+,yes
Goa,Seperated,Female,0-100+,no
Goa,Widowed/Widower,Male,0-100+,yes
Goa,Married,Male,0-100+,yes
Goa,Seperated,Male,0-100+,yes
Goa,Divorcee,Male,0-100+,yes
Goa,Never Married,Male,0-100+,yes
Goa,Married,Female,0-100+,yes
Goa,Never Married,Female,0-100+,yes
Goa,Divorcee,Female,0-100+,yes
Goa,Seperated,Female,0-100+,no
Goa,Widowed/Widower,Female,0-100+,yes
Goa,Widowed/Widower,Male,0-100+,yes
Goa,Seperated,Male,0-100+,yes
Goa,Divorcee,Male,0-100+,yes
Goa,Married,Male,0-100+,yes
Goa,Never Married,Male,0-100+,yes
Goa,Never Married,Female,0-100+,yes
Goa,Married,Female,0-100+,yes
Goa,Widowed/Widower,Female,0-100+,yes
Goa,Divorcee,Female,0-100+,no
Goa,Seperated,Female,0-100+,yes
Goa,Never Married,Male,0-100+,yes
Goa,Divorcee,Male,0-100+,yes
Goa,Married,Male,0-100+,yes
Goa,Widowed/Widower,Male,0-100+,yes
Goa,Seperated,Male,0-100+,yes
Goa,Divorcee,Female,0-100+,yes
Goa,Married,Female,0-100+,yes
Goa,Never Married,Female,0-100+,yes
Goa,Widowed/Widower,Female,0-100+,yes
Goa,Seperated,Female,0-100+,no
Goa,Widowed/Widower,Male,0-100+,no
Goa,Never Married,Male,0-100+,yes
Goa,Married,Male,0-100+,yes
Goa,Seperated,Male,0-100+,no
Goa,Divorcee,Male,0-100+,no
Goa,Married,Female,0-100+,yes
Goa,Divorcee,Female,0-100+,no
Goa,Never Married,Female,0-100+,yes
Goa,Widowed/Widower,Female,0-100+,yes
Goa,Seperated,Female,0-100+,no
Goa,Divorcee,Male,0-100+,yes
Goa,Never Married,Male,0-100+,yes
Goa,Widowed/Widower,Male,0-100+,yes
Goa,Married,Male,0-100+,yes
Goa,Seperated,Male,0-100+,no
Gujarat,Seperated,Female,0-100+,yes
Gujarat,Widowed/Widower,Female,0-100+,yes
Gujarat,Divorcee,Female,0-100+,yes
Gujarat,Married,Female,0-100+,yes
Gujarat,Never Married,Female,0-100+,yes
Gujarat,Never Married,Male,0-100+,yes
Gujarat,Seperated,Male,0-100+,yes
Gujarat,Divorcee,Male,0-100+,yes
Gujarat,Married,Male,0-100+,yes
Gujarat,Widowed/Widower,Male,0-100+,yes
Gujarat,Widowed/Widower,Female,0-100+,yes
Gujarat,Seperated,Female,0-100+,yes
Gujarat,Divorcee,Female,0-100+,yes
Gujarat,Married,Female,0-100+,yes
Gujarat,Never Married,Female,0-100+,yes
Gujarat,Divorcee,Male,0-100+,yes
Gujarat,Married,Male,0-100+,yes
Gujarat,Never Married,Male,0-100+,yes
Gujarat,Seperated,Male,0-100+,yes
Gujarat,Widowed/Widower,Male,0-100+,yes
Gujarat,Widowed/Widower,Female,0-100+,yes
Gujarat,Never Married,Female,0-100+,yes
Gujarat,Seperated,Female,0-100+,yes
Gujarat,Married,Female,0-100+,yes
Gujarat,Divorcee,Female,0-100+,yes
Gujarat,Married,Male,0-100+,yes
Gujarat,Divorcee,Male,0-100+,yes
Gujarat,Seperated,Male,0-100+,yes
Gujarat,Never Married,Male,0-100+,yes
Gujarat,Widowed/Widower,Male,0-100+,yes
Gujarat,Divorcee,Female,0-100+,yes
Gujarat,Never Married,Female,0-100+,yes
Gujarat,Married,Female,0-100+,yes
Gujarat,Seperated,Female,0-100+,yes
Gujarat,Widowed/Widower,Female,0-100+,yes
Gujarat,Seperated,Male,0-100+,yes
Gujarat,Married,Male,0-100+,yes
Gujarat,Divorcee,Male,0-100+,yes
Gujarat,Widowed/Widower,Male,0-100+,yes
Gujarat,Never Married,Male,0-100+,yes
Gujarat,Widowed/Widower,Female,0-100+,yes
Gujarat,Never Married,Female,0-100+,yes
Gujarat,Divorcee,Female,0-100+,yes
Gujarat,Seperated,Female,0-100+,yes
Gujarat,Married,Female,0-100+,yes
Gujarat,Widowed/Widower,Male,0-100+,yes
Gujarat,Divorcee,Male,0-100+,yes
Gujarat,Seperated,Male,0-100+,yes
Gujarat,Married,Male,0-100+,yes
Gujarat,Never Married,Male,0-100+,yes
Gujarat,Widowed/Widower,Female,0-100+,yes
Gujarat,Married,Female,0-100+,yes
Gujarat,Divorcee,Female,0-100+,yes
Gujarat,Seperated,Female,0-100+,yes
Gujarat,Never Married,Female,0-100+,yes
Gujarat,Widowed/Widower,Male,0-100+,yes
Gujarat,Divorcee,Male,0-100+,yes
Gujarat,Married,Male,0-100+,yes
Gujarat,Never Married,Male,0-100+,yes
Gujarat,Seperated,Male,0-100+,yes
Gujarat,Seperated,Female,0-100+,yes
Gujarat,Married,Female,0-100+,yes
Gujarat,Never Married,Female,0-100+,yes
Gujarat,Widowed/Widower,Female,0-100+,yes
Gujarat,Divorcee,Female,0-100+,yes
Gujarat,Widowed/Widower,Male,0-100+,yes
Gujarat,Married,Male,0-100+,yes
Gujarat,Never Married,Male,0-100+,yes
Gujarat,Divorcee,Male,0-100+,yes
Gujarat,Seperated,Male,0-100+,yes
Gujarat,Widowed/Widower,Female,0-100+,yes
Gujarat,Married,Female,0-100+,yes
Gujarat,Never Married,Female,0-100+,yes
Gujarat,Seperated,Female,0-100+,yes
Gujarat,Divorcee,Female,0-100+,yes
Gujarat,Married,Male,0-100+,yes
Gujarat,Never Married,Male,0-100+,yes
Gujarat,Widowed/Widower,Male,0-100+,yes
Gujarat,Divorcee,Male,0-100+,yes
Gujarat,Seperated,Male,0-100+,yes
Gujarat,Never Married,Female,0-100+,yes
Gujarat,Seperated,Female,0-100+,yes
Gujarat,Widowed/Widower,Female,0-100+,yes
Gujarat,Divorcee,Female,0-100+,yes
Gujarat,Married,Female,0-100+,yes
Gujarat,Seperated,Male,0-100+,yes
Gujarat,Divorcee,Male,0-100+,yes
Gujarat,Married,Male,0-100+,yes
Gujarat,Never Married,Male,0-100+,yes
Gujarat,Widowed/Widower,Male,0-100+,yes
Gujarat,Seperated,Female,0-100+,yes
Gujarat,Married,Female,0-100+,yes
Gujarat,Widowed/Widower,Female,0-100+,yes
Gujarat,Never Married,Female,0-100+,yes
Gujarat,Divorcee,Female,0-100+,yes
Gujarat,Married,Male,0-100+,yes
Gujarat,Widowed/Widower,Male,0-100+,yes
Gujarat,Divorcee,Male,0-100+,yes
Gujarat,Never Married,Male,0-100+,yes
Gujarat,Seperated,Male,0-100+,yes
Gujarat,Married,Female,0-100+,yes
Gujarat,Seperated,Female,0-100+,yes
Gujarat,Widowed/Widower,Female,0-100+,yes
Gujarat,Divorcee,Female,0-100+,yes
Gujarat,Never Married,Female,0-100+,yes
Gujarat,Seperated,Male,0-100+,yes
Gujarat,Widowed/Widower,Male,0-100+,yes
Gujarat,Married,Male,0-100+,yes
Gujarat,Never Married,Male,0-100+,yes
Gujarat,Divorcee,Male,0-100+,yes
Gujarat,Divorcee,Female,0-100+,yes
Gujarat,Seperated,Female,0-100+,yes
Gujarat,Married,Female,0-100+,yes
Gujarat,Never Married,Female,0-100+,yes
Gujarat,Widowed/Widower,Female,0-100+,yes
Gujarat,Never Married,Male,0-100+,yes
Gujarat,Married,Male,0-100+,yes
Gujarat,Divorcee,Male,0-100+,yes
Gujarat,Widowed/Widower,Male,0-100+,yes
Gujarat,Seperated,Male,0-100+,yes
Haryana,Never Married,Female,0-100+,yes
Haryana,Seperated,Female,0-100+,yes
Haryana,Widowed/Widower,Female,0-100+,yes
Haryana,Divorcee,Female,0-100+,yes
Haryana,Married,Female,0-100+,yes
Haryana,Married,Male,0-100+,yes
Haryana,Seperated,Male,0-100+,yes
Haryana,Divorcee,Male,0-100+,yes
Haryana,Widowed/Widower,Male,0-100+,yes
Haryana,Never Married,Male,0-100+,yes
Haryana,Seperated,Female,0-100+,yes
Haryana,Married,Female,0-100+,yes
Haryana,Never Married,Female,0-100+,yes
Haryana,Widowed/Widower,Female,0-100+,yes
Haryana,Divorcee,Female,0-100+,yes
Haryana,Never Married,Male,0-100+,yes
Haryana,Widowed/Widower,Male,0-100+,yes
Haryana,Seperated,Male,0-100+,yes
Haryana,Divorcee,Male,0-100+,yes
Haryana,Married,Male,0-100+,yes
Haryana,Seperated,Female,0-100+,yes
Haryana,Divorcee,Female,0-100+,yes
Haryana,Married,Female,0-100+,yes
Haryana,Widowed/Widower,Female,0-100+,yes
Haryana,Never Married,Female,0-100+,yes
Haryana,Widowed/Widower,Male,0-100+,yes
Haryana,Married,Male,0-100+,yes
Haryana,Divorcee,Male,0-100+,yes
Haryana,Never Married,Male,0-100+,yes
Haryana,Seperated,Male,0-100+,yes
Haryana,Seperated,Female,0-100+,yes
Haryana,Divorcee,Female,0-100+,yes
Haryana,Married,Female,0-100+,yes
Haryana,Never Married,Female,0-100+,yes
Haryana,Widowed/Widower,Female,0-100+,yes
Haryana,Married,Male,0-100+,yes
Haryana,Divorcee,Male,0-100+,yes
Haryana,Never Married,Male,0-100+,yes
Haryana,Seperated,Male,0-100+,yes
Haryana,Widowed/Widower,Male,0-100+,yes
Haryana,Married,Female,0-100+,yes
Haryana,Never Married,Female,0-100+,yes
Haryana,Divorcee,Female,0-100+,yes
Haryana,Seperated,Female,0-100+,yes
Haryana,Widowed/Widower,Female,0-100+,yes
Haryana,Widowed/Widower,Male,0-100+,yes
Haryana,Seperated,Male,0-100+,yes
Haryana,Married,Male,0-100+,yes
Haryana,Divorcee,Male,0-100+,yes
Haryana,Never Married,Male,0-100+,yes
Haryana,Widowed/Widower,Female,0-100+,yes
Haryana,Divorcee,Female,0-100+,yes
Haryana,Married,Female,0-100+,yes
Haryana,Never Married,Female,0-100+,yes
Haryana,Seperated,Female,0-100+,yes
Haryana,Never Married,Male,0-100+,yes
Haryana,Married,Male,0-100+,yes
Haryana,Widowed/Widower,Male,0-100+,yes
Haryana,Seperated,Male,0-100+,yes
Haryana,Divorcee,Male,0-100+,yes
Haryana,Married,Female,0-100+,yes
Haryana,Seperated,Female,0-100+,yes
Haryana,Never Married,Female,0-100+,yes
Haryana,Divorcee,Female,0-100+,yes
Haryana,Widowed/Widower,Female,0-100+,yes
Haryana,Widowed/Widower,Male,0-100+,yes
Haryana,Divorcee,Male,0-100+,yes
Haryana,Married,Male,0-100+,yes
Haryana,Seperated,Male,0-100+,yes
Haryana,Never Married,Male,0-100+,yes
Haryana,Seperated,Female,0-100+,yes
Haryana,Widowed/Widower,Female,0-100+,yes
Haryana,Married,Female,0-100+,yes
Haryana,Never Married,Female,0-100+,yes
Haryana,Divorcee,Female,0-100+,yes
Haryana,Divorcee,Male,0-100+,yes
Haryana,Seperated,Male,0-100+,yes
Haryana,Married,Male,0-100+,yes
Haryana,Widowed/Widower,Male,0-100+,yes
Haryana,Never Married,Male,0-100+,yes
Haryana,Seperated,Female,0-100+,yes
Haryana,Married,Female,0-100+,yes
Haryana,Divorcee,Female,0-100+,yes
Haryana,Widowed/Widower,Female,0-100+,yes
Haryana,Never Married,Female,0-100+,yes
Haryana,Married,Male,0-100+,yes
Haryana,Never Married,Male,0-100+,yes
Haryana,Widowed/Widower,Male,0-100+,yes
Haryana,Divorcee,Male,0-100+,yes
Haryana,Seperated,Male,0-100+,yes
Haryana,Never Married,Female,0-100+,yes
Haryana,Widowed/Widower,Female,0-100+,yes
Haryana,Divorcee,Female,0-100+,yes
Haryana,Seperated,Female,0-100+,yes
Haryana,Married,Female,0-100+,yes
Haryana,Seperated,Male,0-100+,yes
Haryana,Divorcee,Male,0-100+,yes
Haryana,Never Married,Male,0-100+,yes
Haryana,Married,Male,0-100+,yes
Haryana,Widowed/Widower,Male,0-100+,yes
Haryana,Seperated,Female,0-100+,yes
Haryana,Divorcee,Female,0-100+,yes
Haryana,Widowed/Widower,Female,0-100+,yes
Haryana,Married,Female,0-100+,yes
Haryana,Never Married,Female,0-100+,yes
Haryana,Widowed/Widower,Male,0-100+,yes
Haryana,Divorcee,Male,0-100+,yes
Haryana,Never Married,Male,0-100+,yes
Haryana,Married,Male,0-100+,yes
Haryana,Seperated,Male,0-100+,yes
Haryana,Seperated,Female,0-100+,yes
Haryana,Never Married,Female,0-100+,yes
Haryana,Married,Female,0-100+,yes
Haryana,Divorcee,Female,0-100+,yes
Haryana,Widowed/Widower,Female,0-100+,yes
Haryana,Never Married,Male,0-100+,yes
Haryana,Divorcee,Male,0-100+,yes
Haryana,Seperated,Male,0-100+,yes
Haryana,Widowed/Widower,Male,0-100+,yes
Haryana,Married,Male,0-100+,yes
Himachal Pradesh,Divorcee,Female,0-100+,yes
Himachal Pradesh,Never Married,Female,0-100+,yes
Himachal Pradesh,Seperated,Female,0-100+,yes
Himachal Pradesh,Married,Female,0-100+,yes
Himachal Pradesh,Widowed/Widower,Female,0-100+,yes
Himachal Pradesh,Never Married,Male,0-100+,yes
Himachal Pradesh,Seperated,Male,0-100+,yes
Himachal Pradesh,Divorcee,Male,0-100+,yes
Himachal Pradesh,Married,Male,0-100+,yes
Himachal Pradesh,Widowed/Widower,Male,0-100+,yes
Himachal Pradesh,Never Married,Female,0-100+,yes
Himachal Pradesh,Divorcee,Female,0-100+,yes
Himachal Pradesh,Married,Female,0-100+,yes
Himachal Pradesh,Widowed/Widower,Female,0-100+,yes
Himachal Pradesh,Seperated,Female,0-100+,no
Himachal Pradesh,Never Married,Male,0-100+,yes
Himachal Pradesh,Seperated,Male,0-100+,yes
Himachal Pradesh,Divorcee,Male,0-100+,yes
Himachal Pradesh,Married,Male,0-100+,yes
Himachal Pradesh,Widowed/Widower,Male,0-100+,yes
Himachal Pradesh,Married,Female,0-100+,yes
Himachal Pradesh,Never Married,Female,0-100+,yes
Himachal Pradesh,Divorcee,Female,0-100+,yes
Himachal Pradesh,Widowed/Widower,Female,0-100+,yes
Himachal Pradesh,Seperated,Female,0-100+,yes
Himachal Pradesh,Seperated,Male,0-100+,yes
Himachal Pradesh,Never Married,Male,0-100+,yes
Himachal Pradesh,Widowed/Widower,Male,0-100+,yes
Himachal Pradesh,Divorcee,Male,0-100+,no
Himachal Pradesh,Married,Male,0-100+,yes
Himachal Pradesh,Divorcee,Female,0-100+,yes
Himachal Pradesh,Widowed/Widower,Female,0-100+,yes
Himachal Pradesh,Seperated,Female,0-100+,yes
Himachal Pradesh,Never Married,Female,0-100+,yes
Himachal Pradesh,Married,Female,0-100+,yes
Himachal Pradesh,Widowed/Widower,Male,0-100+,yes
Himachal Pradesh,Never Married,Male,0-100+,yes
Himachal Pradesh,Divorcee,Male,0-100+,yes
Himachal Pradesh,Seperated,Male,0-100+,yes
Himachal Pradesh,Married,Male,0-100+,yes
Himachal Pradesh,Married,Female,0-100+,yes
Himachal Pradesh,Never Married,Female,0-100+,yes
Himachal Pradesh,Widowed/Widower,Female,0-100+,yes
Himachal Pradesh,Divorcee,Female,0-100+,yes
Himachal Pradesh,Seperated,Female,0-100+,yes
Himachal Pradesh,Widowed/Widower,Male,0-100+,yes
Himachal Pradesh,Divorcee,Male,0-100+,yes
Himachal Pradesh,Never Married,Male,0-100+,yes
Himachal Pradesh,Married,Male,0-100+,yes
Himachal Pradesh,Seperated,Male,0-100+,yes
Himachal Pradesh,Married,Female,0-100+,yes
Himachal Pradesh,Never Married,Female,0-100+,yes
Himachal Pradesh,Divorcee,Female,0-100+,no
Himachal Pradesh,Widowed/Widower,Female,0-100+,yes
Himachal Pradesh,Seperated,Female,0-100+,yes
Himachal Pradesh,Never Married,Male,0-100+,yes
Himachal Pradesh,Married,Male,0-100+,yes
Himachal Pradesh,Seperated,Male,0-100+,yes
Himachal Pradesh,Divorcee,Male,0-100+,no
Himachal Pradesh,Widowed/Widower,Male,0-100+,yes
Himachal Pradesh,Never Married,Female,0-100+,yes
Himachal Pradesh,Seperated,Female,0-100+,yes
Himachal Pradesh,Divorcee,Female,0-100+,no
Himachal Pradesh,Widowed/Widower,Female,0-100+,yes
Himachal Pradesh,Married,Female,0-100+,yes
Himachal Pradesh,Seperated,Male,0-100+,yes
Himachal Pradesh,Never Married,Male,0-100+,yes
Himachal Pradesh,Divorcee,Male,0-100+,yes
Himachal Pradesh,Widowed/Widower,Male,0-100+,yes
Himachal Pradesh,Married,Male,0-100+,yes
Himachal Pradesh,Never Married,Female,0-100+,yes
Himachal Pradesh,Widowed/Widower,Female,0-100+,yes
Himachal Pradesh,Divorcee,Female,0-100+,no
Himachal Pradesh,Married,Female,0-100+,yes
Himachal Pradesh,Seperated,Female,0-100+,yes
Himachal Pradesh,Widowed/Widower,Male,0-100+,yes
Himachal Pradesh,Married,Male,0-100+,yes
Himachal Pradesh,Divorcee,Male,0-100+,yes
Himachal Pradesh,Seperated,Male,0-100+,yes
Himachal Pradesh,Never Married,Male,0-100+,yes
Himachal Pradesh,Never Married,Female,0-100+,yes
Himachal Pradesh,Divorcee,Female,0-100+,no
Himachal Pradesh,Widowed/Widower,Female,0-100+,yes
Himachal Pradesh,Married,Female,0-100+,yes
Himachal Pradesh,Seperated,Female,0-100+,yes
Himachal Pradesh,Never Married,Male,0-100+,yes
Himachal Pradesh,Seperated,Male,0-100+,yes
Himachal Pradesh,Widowed/Widower,Male,0-100+,yes
Himachal Pradesh,Divorcee,Male,0-100+,no
Himachal Pradesh,Married,Male,0-100+,yes
Himachal Pradesh,Seperated,Female,0-100+,yes
Himachal Pradesh,Never Married,Female,0-100+,yes
Himachal Pradesh,Divorcee,Female,0-100+,no
Himachal Pradesh,Widowed/Widower,Female,0-100+,yes
Himachal Pradesh,Married,Female,0-100+,yes
Himachal Pradesh,Divorcee,Male,0-100+,yes
Himachal Pradesh,Married,Male,0-100+,yes
Himachal Pradesh,Widowed/Widower,Male,0-100+,yes
Himachal Pradesh,Seperated,Male,0-100+,yes
Himachal Pradesh,Never Married,Male,0-100+,yes
Himachal Pradesh,Widowed/Widower,Female,0-100+,yes
Himachal Pradesh,Seperated,Female,0-100+,yes
Himachal Pradesh,Divorcee,Female,0-100+,no
Himachal Pradesh,Never Married,Female,0-100+,yes
Himachal Pradesh,Married,Female,0-100+,yes
Himachal Pradesh,Seperated,Male,0-100+,yes
Himachal Pradesh,Married,Male,0-100+,yes
Himachal Pradesh,Divorcee,Male,0-100+,no
Himachal Pradesh,Widowed/Widower,Male,0-100+,yes
Himachal Pradesh,Never Married,Male,0-100+,yes
Himachal Pradesh,Divorcee,Female,0-100+,yes
Himachal Pradesh,Seperated,Female,0-100+,yes
Himachal Pradesh,Widowed/Widower,Female,0-100+,yes
Himachal Pradesh,Never Married,Female,0-100+,yes
Himachal Pradesh,Married,Female,0-100+,yes
Himachal Pradesh,Divorcee,Male,0-100+,yes
Himachal Pradesh,Never Married,Male,0-100+,yes
Himachal Pradesh,Seperated,Male,0-100+,yes
Himachal Pradesh,Widowed/Widower,Male,0-100+,yes
Himachal Pradesh,Married,Male,0-100+,yes
Jammu & Kashmir,Seperated,Female,0-100+,no
Jammu & Kashmir,Widowed/Widower,Female,0-100+,yes
Jammu & Kashmir,Married,Female,0-100+,yes
Jammu & Kashmir,Never Married,Female,0-100+,yes
Jammu & Kashmir,Divorcee,Female,0-100+,no
Jammu & Kashmir,Never Married,Male,0-100+,yes
Jammu & Kashmir,Married,Male,0-100+,yes
Jammu & Kashmir,Seperated,Male,0-100+,no
Jammu & Kashmir,Widowed/Widower,Male,0-100+,yes
Jammu & Kashmir,Divorcee,Male,0-100+,no
Jammu & Kashmir,Divorcee,Female,0-100+,yes
Jammu & Kashmir,Seperated,Female,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Female,0-100+,yes
Jammu & Kashmir,Married,Female,0-100+,yes
Jammu & Kashmir,Never Married,Female,0-100+,yes
Jammu & Kashmir,Divorcee,Male,0-100+,yes
Jammu & Kashmir,Never Married,Male,0-100+,yes
Jammu & Kashmir,Seperated,Male,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Male,0-100+,yes
Jammu & Kashmir,Married,Male,0-100+,yes
Jammu & Kashmir,Married,Female,0-100+,yes
Jammu & Kashmir,Divorcee,Female,0-100+,yes
Jammu & Kashmir,Never Married,Female,0-100+,yes
Jammu & Kashmir,Seperated,Female,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Female,0-100+,yes
Jammu & Kashmir,Divorcee,Male,0-100+,yes
Jammu & Kashmir,Never Married,Male,0-100+,yes
Jammu & Kashmir,Seperated,Male,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Male,0-100+,yes
Jammu & Kashmir,Married,Male,0-100+,yes
Jammu & Kashmir,Married,Female,0-100+,yes
Jammu & Kashmir,Divorcee,Female,0-100+,no
Jammu & Kashmir,Widowed/Widower,Female,0-100+,no
Jammu & Kashmir,Never Married,Female,0-100+,yes
Jammu & Kashmir,Seperated,Female,0-100+,yes
Jammu & Kashmir,Seperated,Male,0-100+,yes
Jammu & Kashmir,Married,Male,0-100+,yes
Jammu & Kashmir,Never Married,Male,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Male,0-100+,yes
Jammu & Kashmir,Divorcee,Male,0-100+,no
Jammu & Kashmir,Divorcee,Female,0-100+,yes
Jammu & Kashmir,Married,Female,0-100+,yes
Jammu & Kashmir,Never Married,Female,0-100+,yes
Jammu & Kashmir,Seperated,Female,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Female,0-100+,yes
Jammu & Kashmir,Married,Male,0-100+,yes
Jammu & Kashmir,Seperated,Male,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Male,0-100+,no
Jammu & Kashmir,Never Married,Male,0-100+,yes
Jammu & Kashmir,Divorcee,Male,0-100+,no
Jammu & Kashmir,Married,Female,0-100+,yes
Jammu & Kashmir,Never Married,Female,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Female,0-100+,yes
Jammu & Kashmir,Divorcee,Female,0-100+,yes
Jammu & Kashmir,Seperated,Female,0-100+,yes
Jammu & Kashmir,Divorcee,Male,0-100+,no
Jammu & Kashmir,Never Married,Male,0-100+,yes
Jammu & Kashmir,Seperated,Male,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Male,0-100+,no
Jammu & Kashmir,Married,Male,0-100+,yes
Jammu & Kashmir,Never Married,Female,0-100+,yes
Jammu & Kashmir,Married,Female,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Female,0-100+,yes
Jammu & Kashmir,Seperated,Female,0-100+,no
Jammu & Kashmir,Divorcee,Female,0-100+,yes
Jammu & Kashmir,Never Married,Male,0-100+,yes
Jammu & Kashmir,Seperated,Male,0-100+,yes
Jammu & Kashmir,Married,Male,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Male,0-100+,no
Jammu & Kashmir,Divorcee,Male,0-100+,no
Jammu & Kashmir,Never Married,Female,0-100+,yes
Jammu & Kashmir,Married,Female,0-100+,yes
Jammu & Kashmir,Divorcee,Female,0-100+,yes
Jammu & Kashmir,Seperated,Female,0-100+,no
