@relation means_adopted

@attribute ﻿State {'A & N Islands','Andhra Pradesh','Arunachal Pradesh',Assam,Bihar,Chandigarh,Chhattisgarh,'D & N Haveli','Daman & Diu','Delhi (Ut)',Goa,Gujarat,Haryana,'Himachal Pradesh','Jammu & Kashmir',Jharkhand,Karnataka,Kerala,Lakshadweep,'Madhya Pradesh',Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,'Tamil Nadu',Tripura,'Uttar Pradesh',Uttarakhand,'West Bengal'}
@attribute Means_adopted {'By Consuming Insecticides','By Hanging','By Jumping from (Other sites)','By touching electric wires','By Machine','By Fire/Self Immolation','By Jumping off Moving Vehicles/Trains','By Other means (please specify)','By Self Infliction of injury','By Over Alcoholism','By Consuming Other Poison','By coming under running vehicles/trains','By Overdose of sleeping pills','By Jumping from (Building)','By Drowning','By Fire-Arms','By Other means'}
@attribute Gender {Female,Male}
@attribute Age_group {0-14,15-29,30-44,45-59,60+}
@attribute target {no,yes}

@data
Haryana,'By touching electric wires',Male,30-44,yes
Haryana,'By Hanging',Male,30-44,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Male,30-44,no
Haryana,'By Fire/Self Immolation',Male,30-44,yes
Haryana,'By Jumping from (Other sites)',Male,30-44,no
Haryana,'By Drowning',Male,30-44,yes
Haryana,'By Jumping from (Building)',Male,30-44,yes
Haryana,'By Overdose of sleeping pills',Male,30-44,yes
Haryana,'By Drowning',Female,45-59,yes
Haryana,'By Fire/Self Immolation',Female,45-59,yes
Haryana,'By coming under running vehicles/trains',Female,45-59,no
Haryana,'By Consuming Other Poison',Female,45-59,yes
Haryana,'By Hanging',Female,45-59,yes
Haryana,'By Self Infliction of injury',Female,45-59,no
Haryana,'By Fire-Arms',Female,45-59,no
Haryana,'By Overdose of sleeping pills',Female,45-59,no
Haryana,'By Consuming Insecticides',Female,45-59,yes
Haryana,'By Machine',Female,45-59,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Female,45-59,no
Haryana,'By Over Alcoholism',Female,45-59,no
Haryana,'By Jumping from (Building)',Female,45-59,no
Haryana,'By Other means (please specify)',Female,45-59,yes
Haryana,'By Jumping from (Other sites)',Female,45-59,no
Haryana,'By touching electric wires',Female,45-59,no
Haryana,'By Drowning',Male,45-59,yes
Haryana,'By Consuming Other Poison',Male,45-59,yes
Haryana,'By coming under running vehicles/trains',Male,45-59,yes
Haryana,'By Other means (please specify)',Male,45-59,yes
Haryana,'By Fire-Arms',Male,45-59,yes
Haryana,'By Jumping from (Building)',Male,45-59,yes
Haryana,'By Hanging',Male,45-59,yes
Haryana,'By Consuming Insecticides',Male,45-59,yes
Haryana,'By Jumping from (Other sites)',Male,45-59,no
Haryana,'By Machine',Male,45-59,no
Haryana,'By Fire/Self Immolation',Male,45-59,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Male,45-59,no
Haryana,'By touching electric wires',Male,45-59,yes
Haryana,'By Over Alcoholism',Male,45-59,yes
Haryana,'By Overdose of sleeping pills',Male,45-59,no
Haryana,'By Self Infliction of injury',Male,45-59,no
Haryana,'By Consuming Other Poison',Female,60+,yes
Haryana,'By Other means (please specify)',Female,60+,yes
Haryana,'By Jumping from (Other sites)',Female,60+,no
Haryana,'By Machine',Female,60+,no
Haryana,'By Fire/Self Immolation',Female,60+,yes
Haryana,'By Consuming Insecticides',Female,60+,no
Haryana,'By Self Infliction of injury',Female,60+,no
Haryana,'By Jumping from (Building)',Female,60+,no
Haryana,'By coming under running vehicles/trains',Female,60+,no
Haryana,'By Overdose of sleeping pills',Female,60+,no
Haryana,'By Drowning',Female,60+,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Female,60+,no
Haryana,'By Over Alcoholism',Female,60+,no
Haryana,'By touching electric wires',Female,60+,no
Haryana,'By Hanging',Female,60+,yes
Haryana,'By Fire-Arms',Female,60+,no
Haryana,'By Hanging',Male,60+,yes
Haryana,'By Jumping from (Building)',Male,60+,no
Haryana,'By Self Infliction of injury',Male,60+,no
Haryana,'By Jumping from (Other sites)',Male,60+,yes
Haryana,'By Over Alcoholism',Male,60+,no
Haryana,'By coming under running vehicles/trains',Male,60+,yes
Haryana,'By Overdose of sleeping pills',Male,60+,no
Haryana,'By Other means (please specify)',Male,60+,yes
Haryana,'By Drowning',Male,60+,yes
Haryana,'By Fire-Arms',Male,60+,no
Haryana,'By touching electric wires',Male,60+,no
Haryana,'By Consuming Insecticides',Male,60+,yes
Haryana,'By Consuming Other Poison',Male,60+,yes
Haryana,'By Fire/Self Immolation',Male,60+,yes
Haryana,'By Machine',Male,60+,no
Haryana,'By Jumping off Moving Vehicles/Trains',Male,60+,no
Haryana,'By Consuming Insecticides',Female,0-14,yes
Haryana,'By Drowning',Female,0-14,yes
Haryana,'By Machine',Female,0-14,no
Haryana,'By Fire/Self Immolation',Female,0-14,yes
Haryana,'By Self Infliction of injury',Female,0-14,no
Haryana,'By touching electric wires',Female,0-14,no
Haryana,'By Other means (please specify)',Female,0-14,yes
Haryana,'By Consuming Other Poison',Female,0-14,yes
Haryana,'By Over Alcoholism',Female,0-14,no
Haryana,'By Jumping from (Building)',Female,0-14,no
Haryana,'By coming under running vehicles/trains',Female,0-14,yes
Haryana,'By Hanging',Female,0-14,yes
Haryana,'By Overdose of sleeping pills',Female,0-14,no
Haryana,'By Fire-Arms',Female,0-14,no
Haryana,'By Jumping from (Other sites)',Female,0-14,no
Haryana,'By Jumping off Moving Vehicles/Trains',Female,0-14,no
Haryana,'By Overdose of sleeping pills',Male,0-14,no
Haryana,'By touching electric wires',Male,0-14,no
Haryana,'By Hanging',Male,0-14,yes
Haryana,'By coming under running vehicles/trains',Male,0-14,yes
Haryana,'By Fire/Self Immolation',Male,0-14,yes
Haryana,'By Machine',Male,0-14,no
Haryana,'By Jumping off Moving Vehicles/Trains',Male,0-14,no
Haryana,'By Other means (please specify)',Male,0-14,yes
Haryana,'By Fire-Arms',Male,0-14,no
Haryana,'By Jumping from (Building)',Male,0-14,no
Haryana,'By Consuming Other Poison',Male,0-14,yes
Haryana,'By Self Infliction of injury',Male,0-14,no
Haryana,'By Consuming Insecticides',Male,0-14,yes
Haryana,'By Drowning',Male,0-14,yes
Haryana,'By Jumping from (Other sites)',Male,0-14,no
Haryana,'By Over Alcoholism',Male,0-14,no
Haryana,'By coming under running vehicles/trains',Female,15-29,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Female,15-29,no
Haryana,'By touching electric wires',Female,15-29,yes
Haryana,'By Consuming Other Poison',Female,15-29,yes
Haryana,'By Jumping from (Building)',Female,15-29,yes
Haryana,'By Jumping from (Other sites)',Female,15-29,no
Haryana,'By Other means (please specify)',Female,15-29,yes
Haryana,'By Overdose of sleeping pills',Female,15-29,no
Haryana,'By Machine',Female,15-29,no
Haryana,'By Fire/Self Immolation',Female,15-29,yes
Haryana,'By Hanging',Female,15-29,yes
Haryana,'By Self Infliction of injury',Female,15-29,no
Haryana,'By Fire-Arms',Female,15-29,no
Haryana,'By Consuming Insecticides',Female,15-29,yes
Haryana,'By Drowning',Female,15-29,yes
Haryana,'By Over Alcoholism',Female,15-29,yes
Haryana,'By Other means (please specify)',Male,15-29,yes
Haryana,'By Over Alcoholism',Male,15-29,yes
Haryana,'By touching electric wires',Male,15-29,yes
Haryana,'By Drowning',Male,15-29,yes
Haryana,'By Machine',Male,15-29,yes
Haryana,'By Overdose of sleeping pills',Male,15-29,no
Haryana,'By Jumping off Moving Vehicles/Trains',Male,15-29,no
Haryana,'By Fire-Arms',Male,15-29,yes
Haryana,'By Jumping from (Other sites)',Male,15-29,no
Haryana,'By Consuming Insecticides',Male,15-29,yes
Haryana,'By Consuming Other Poison',Male,15-29,yes
Haryana,'By Jumping from (Building)',Male,15-29,yes
Haryana,'By Fire/Self Immolation',Male,15-29,yes
Haryana,'By Self Infliction of injury',Male,15-29,yes
Haryana,'By Hanging',Male,15-29,yes
Haryana,'By coming under running vehicles/trains',Male,15-29,yes
Haryana,'By coming under running vehicles/trains',Female,30-44,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Female,30-44,no
Haryana,'By Hanging',Female,30-44,yes
Haryana,'By Fire-Arms',Female,30-44,no
Haryana,'By Consuming Other Poison',Female,30-44,yes
Haryana,'By Overdose of sleeping pills',Female,30-44,no
Haryana,'By Self Infliction of injury',Female,30-44,no
Haryana,'By Fire/Self Immolation',Female,30-44,yes
Haryana,'By Machine',Female,30-44,no
Haryana,'By Jumping from (Building)',Female,30-44,yes
Haryana,'By Jumping from (Other sites)',Female,30-44,no
Haryana,'By Other means (please specify)',Female,30-44,yes
Haryana,'By Over Alcoholism',Female,30-44,yes
Haryana,'By Consuming Insecticides',Female,30-44,yes
Haryana,'By Drowning',Female,30-44,yes
Haryana,'By touching electric wires',Female,30-44,yes
Haryana,'By Over Alcoholism',Male,30-44,yes
Haryana,'By Consuming Insecticides',Male,30-44,yes
Haryana,'By touching electric wires',Male,30-44,yes
Haryana,'By Self Infliction of injury',Male,30-44,no
Haryana,'By Machine',Male,30-44,no
Haryana,'By Hanging',Male,30-44,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Male,30-44,no
Haryana,'By Drowning',Male,30-44,yes
Haryana,'By Consuming Other Poison',Male,30-44,yes
Haryana,'By Fire-Arms',Male,30-44,yes
Haryana,'By Fire/Self Immolation',Male,30-44,yes
Haryana,'By Jumping from (Other sites)',Male,30-44,yes
Haryana,'By Other means (please specify)',Male,30-44,yes
Haryana,'By Jumping from (Building)',Male,30-44,yes
Haryana,'By coming under running vehicles/trains',Male,30-44,yes
Haryana,'By Overdose of sleeping pills',Male,30-44,yes
Haryana,'By Consuming Insecticides',Female,45-59,yes
Haryana,'By Consuming Other Poison',Female,45-59,yes
Haryana,'By Fire/Self Immolation',Female,45-59,yes
Haryana,'By Fire-Arms',Female,45-59,no
Haryana,'By Jumping off Moving Vehicles/Trains',Female,45-59,no
Haryana,'By Over Alcoholism',Female,45-59,no
Haryana,'By Hanging',Female,45-59,yes
Haryana,'By Other means (please specify)',Female,45-59,yes
Haryana,'By Self Infliction of injury',Female,45-59,no
Haryana,'By Machine',Female,45-59,no
Haryana,'By coming under running vehicles/trains',Female,45-59,yes
Haryana,'By Jumping from (Other sites)',Female,45-59,no
Haryana,'By Overdose of sleeping pills',Female,45-59,no
Haryana,'By touching electric wires',Female,45-59,no
Haryana,'By Drowning',Female,45-59,yes
Haryana,'By Jumping from (Building)',Female,45-59,no
Haryana,'By Drowning',Male,45-59,yes
Haryana,'By Self Infliction of injury',Male,45-59,no
Haryana,'By Consuming Other Poison',Male,45-59,yes
Haryana,'By Other means (please specify)',Male,45-59,yes
Haryana,'By Consuming Insecticides',Male,45-59,yes
Haryana,'By Over Alcoholism',Male,45-59,yes
Haryana,'By coming under running vehicles/trains',Male,45-59,yes
Haryana,'By touching electric wires',Male,45-59,yes
Haryana,'By Jumping from (Building)',Male,45-59,yes
Haryana,'By Fire-Arms',Male,45-59,yes
Haryana,'By Machine',Male,45-59,no
Haryana,'By Overdose of sleeping pills',Male,45-59,no
Haryana,'By Jumping from (Other sites)',Male,45-59,yes
Haryana,'By Hanging',Male,45-59,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Male,45-59,no
Haryana,'By Fire/Self Immolation',Male,45-59,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Female,60+,no
Haryana,'By Hanging',Female,60+,no
Haryana,'By Over Alcoholism',Female,60+,no
Haryana,'By Overdose of sleeping pills',Female,60+,no
Haryana,'By coming under running vehicles/trains',Female,60+,yes
Haryana,'By Self Infliction of injury',Female,60+,no
Haryana,'By Consuming Other Poison',Female,60+,yes
Haryana,'By Drowning',Female,60+,yes
Haryana,'By Machine',Female,60+,no
Haryana,'By Fire/Self Immolation',Female,60+,yes
Haryana,'By Jumping from (Building)',Female,60+,no
Haryana,'By Consuming Insecticides',Female,60+,yes
Haryana,'By Fire-Arms',Female,60+,no
Haryana,'By Jumping from (Other sites)',Female,60+,no
Haryana,'By touching electric wires',Female,60+,no
Haryana,'By Other means (please specify)',Female,60+,yes
Haryana,'By Jumping from (Other sites)',Male,60+,no
Haryana,'By Fire/Self Immolation',Male,60+,yes
Haryana,'By Drowning',Male,60+,yes
Haryana,'By Fire-Arms',Male,60+,no
Haryana,'By Other means (please specify)',Male,60+,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Male,60+,no
Haryana,'By Over Alcoholism',Male,60+,yes
Haryana,'By Consuming Other Poison',Male,60+,yes
Haryana,'By Jumping from (Building)',Male,60+,yes
Haryana,'By Hanging',Male,60+,yes
Haryana,'By coming under running vehicles/trains',Male,60+,yes
Haryana,'By Consuming Insecticides',Male,60+,yes
Haryana,'By touching electric wires',Male,60+,no
Haryana,'By Machine',Male,60+,no
Haryana,'By Overdose of sleeping pills',Male,60+,no
Haryana,'By Self Infliction of injury',Male,60+,no
Haryana,'By Fire-Arms',Female,0-14,no
Haryana,'By Fire/Self Immolation',Female,0-14,no
Haryana,'By Machine',Female,0-14,no
Haryana,'By Drowning',Female,0-14,yes
Haryana,'By Overdose of sleeping pills',Female,0-14,no
Haryana,'By coming under running vehicles/trains',Female,0-14,no
Haryana,'By Hanging',Female,0-14,no
Haryana,'By Jumping off Moving Vehicles/Trains',Female,0-14,no
Haryana,'By Jumping from (Building)',Female,0-14,no
Haryana,'By Self Infliction of injury',Female,0-14,no
Haryana,'By Over Alcoholism',Female,0-14,no
Haryana,'By Consuming Other Poison',Female,0-14,yes
Haryana,'By Consuming Insecticides',Female,0-14,yes
Haryana,'By Other means (please specify)',Female,0-14,yes
Haryana,'By Jumping from (Other sites)',Female,0-14,no
Haryana,'By touching electric wires',Female,0-14,no
Haryana,'By coming under running vehicles/trains',Male,0-14,no
Haryana,'By Fire/Self Immolation',Male,0-14,yes
Haryana,'By Fire-Arms',Male,0-14,no
Haryana,'By Other means (please specify)',Male,0-14,yes
Haryana,'By Over Alcoholism',Male,0-14,no
Haryana,'By Drowning',Male,0-14,yes
Haryana,'By Consuming Other Poison',Male,0-14,yes
Haryana,'By Hanging',Male,0-14,yes
Haryana,'By Jumping from (Building)',Male,0-14,no
Haryana,'By Jumping off Moving Vehicles/Trains',Male,0-14,no
Haryana,'By Jumping from (Other sites)',Male,0-14,yes
Haryana,'By Overdose of sleeping pills',Male,0-14,no
Haryana,'By touching electric wires',Male,0-14,no
Haryana,'By Consuming Insecticides',Male,0-14,no
Haryana,'By Self Infliction of injury',Male,0-14,no
Haryana,'By Machine',Male,0-14,no
Haryana,'By Hanging',Female,15-29,yes
Haryana,'By touching electric wires',Female,15-29,no
Haryana,'By Fire/Self Immolation',Female,15-29,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Female,15-29,no
Haryana,'By Jumping from (Other sites)',Female,15-29,yes
Haryana,'By Fire-Arms',Female,15-29,no
Haryana,'By Jumping from (Building)',Female,15-29,no
Haryana,'By Consuming Other Poison',Female,15-29,yes
Haryana,'By Other means (please specify)',Female,15-29,yes
Haryana,'By Overdose of sleeping pills',Female,15-29,yes
Haryana,'By coming under running vehicles/trains',Female,15-29,no
Haryana,'By Consuming Insecticides',Female,15-29,yes
Haryana,'By Machine',Female,15-29,no
Haryana,'By Drowning',Female,15-29,yes
Haryana,'By Self Infliction of injury',Female,15-29,no
Haryana,'By Over Alcoholism',Female,15-29,no
Haryana,'By touching electric wires',Male,15-29,yes
Haryana,'By Jumping from (Other sites)',Male,15-29,yes
Haryana,'By Over Alcoholism',Male,15-29,yes
Haryana,'By Other means (please specify)',Male,15-29,yes
Haryana,'By Machine',Male,15-29,yes
Haryana,'By Self Infliction of injury',Male,15-29,no
Haryana,'By Hanging',Male,15-29,yes
Haryana,'By Consuming Other Poison',Male,15-29,yes
Haryana,'By Drowning',Male,15-29,yes
Haryana,'By Jumping from (Building)',Male,15-29,yes
Haryana,'By coming under running vehicles/trains',Male,15-29,yes
Haryana,'By Consuming Insecticides',Male,15-29,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Male,15-29,no
Haryana,'By Fire/Self Immolation',Male,15-29,yes
Haryana,'By Fire-Arms',Male,15-29,yes
Haryana,'By Overdose of sleeping pills',Male,15-29,yes
Haryana,'By Other means (please specify)',Female,30-44,yes
Haryana,'By coming under running vehicles/trains',Female,30-44,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Female,30-44,no
Haryana,'By Machine',Female,30-44,no
Haryana,'By Hanging',Female,30-44,yes
Haryana,'By Consuming Other Poison',Female,30-44,yes
Haryana,'By Jumping from (Other sites)',Female,30-44,yes
Haryana,'By Fire/Self Immolation',Female,30-44,yes
Haryana,'By Self Infliction of injury',Female,30-44,no
Haryana,'By Overdose of sleeping pills',Female,30-44,yes
Haryana,'By Over Alcoholism',Female,30-44,no
Haryana,'By Fire-Arms',Female,30-44,yes
Haryana,'By Jumping from (Building)',Female,30-44,yes
Haryana,'By Consuming Insecticides',Female,30-44,yes
Haryana,'By Drowning',Female,30-44,yes
Haryana,'By touching electric wires',Female,30-44,no
Haryana,'By Consuming Other Poison',Male,30-44,yes
Haryana,'By Over Alcoholism',Male,30-44,yes
Haryana,'By Drowning',Male,30-44,yes
Haryana,'By Fire/Self Immolation',Male,30-44,yes
Haryana,'By Jumping from (Other sites)',Male,30-44,yes
Haryana,'By Self Infliction of injury',Male,30-44,yes
Haryana,'By Consuming Insecticides',Male,30-44,yes
Haryana,'By Machine',Male,30-44,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Male,30-44,no
Haryana,'By Other means (please specify)',Male,30-44,yes
Haryana,'By Fire-Arms',Male,30-44,yes
Haryana,'By Hanging',Male,30-44,yes
Haryana,'By Jumping from (Building)',Male,30-44,yes
Haryana,'By coming under running vehicles/trains',Male,30-44,yes
Haryana,'By Overdose of sleeping pills',Male,30-44,yes
Haryana,'By touching electric wires',Male,30-44,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Female,45-59,no
Haryana,'By Machine',Female,45-59,yes
Haryana,'By Other means (please specify)',Female,45-59,yes
Haryana,'By Over Alcoholism',Female,45-59,no
Haryana,'By coming under running vehicles/trains',Female,45-59,no
Haryana,'By Consuming Other Poison',Female,45-59,yes
Haryana,'By Drowning',Female,45-59,yes
Haryana,'By Jumping from (Other sites)',Female,45-59,no
Haryana,'By Hanging',Female,45-59,yes
Haryana,'By Consuming Insecticides',Female,45-59,yes
Haryana,'By Fire/Self Immolation',Female,45-59,yes
Haryana,'By Fire-Arms',Female,45-59,no
Haryana,'By Overdose of sleeping pills',Female,45-59,no
Haryana,'By Jumping from (Building)',Female,45-59,no
Haryana,'By Self Infliction of injury',Female,45-59,no
Haryana,'By touching electric wires',Female,45-59,yes
Haryana,'By coming under running vehicles/trains',Male,45-59,yes
Haryana,'By Jumping from (Other sites)',Male,45-59,yes
Haryana,'By Machine',Male,45-59,no
Haryana,'By Drowning',Male,45-59,yes
Haryana,'By Jumping from (Building)',Male,45-59,yes
Haryana,'By Hanging',Male,45-59,yes
Haryana,'By Overdose of sleeping pills',Male,45-59,no
Haryana,'By Jumping off Moving Vehicles/Trains',Male,45-59,no
Haryana,'By Consuming Other Poison',Male,45-59,yes
Haryana,'By Other means (please specify)',Male,45-59,yes
Haryana,'By Fire-Arms',Male,45-59,yes
Haryana,'By touching electric wires',Male,45-59,yes
Haryana,'By Consuming Insecticides',Male,45-59,yes
Haryana,'By Over Alcoholism',Male,45-59,yes
Haryana,'By Self Infliction of injury',Male,45-59,yes
Haryana,'By Fire/Self Immolation',Male,45-59,yes
Haryana,'By Drowning',Female,60+,no
Haryana,'By Other means (please specify)',Female,60+,yes
Haryana,'By Hanging',Female,60+,yes
Haryana,'By Consuming Other Poison',Female,60+,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Female,60+,no
Haryana,'By Jumping from (Building)',Female,60+,no
Haryana,'By Overdose of sleeping pills',Female,60+,no
Haryana,'By Consuming Insecticides',Female,60+,yes
Haryana,'By Fire-Arms',Female,60+,no
Haryana,'By Self Infliction of injury',Female,60+,no
Haryana,'By coming under running vehicles/trains',Female,60+,no
Haryana,'By Jumping from (Other sites)',Female,60+,no
Haryana,'By Machine',Female,60+,no
Haryana,'By Fire/Self Immolation',Female,60+,yes
Haryana,'By Over Alcoholism',Female,60+,no
Haryana,'By touching electric wires',Female,60+,no
Haryana,'By Hanging',Male,60+,yes
Haryana,'By Self Infliction of injury',Male,60+,no
Haryana,'By Over Alcoholism',Male,60+,yes
Haryana,'By Overdose of sleeping pills',Male,60+,no
Haryana,'By Machine',Male,60+,no
Haryana,'By Jumping from (Building)',Male,60+,no
Haryana,'By Jumping from (Other sites)',Male,60+,yes
Haryana,'By touching electric wires',Male,60+,yes
Haryana,'By Consuming Insecticides',Male,60+,yes
Haryana,'By Consuming Other Poison',Male,60+,yes
Haryana,'By Other means (please specify)',Male,60+,yes
Haryana,'By Fire-Arms',Male,60+,no
Haryana,'By Jumping off Moving Vehicles/Trains',Male,60+,no
Haryana,'By Fire/Self Immolation',Male,60+,yes
Haryana,'By Drowning',Male,60+,yes
Haryana,'By coming under running vehicles/trains',Male,60+,yes
Haryana,'By Jumping from (Other sites)',Female,0-14,no
Haryana,'By coming under running vehicles/trains',Female,0-14,no
Haryana,'By Fire/Self Immolation',Female,0-14,yes
Haryana,'By Hanging',Female,0-14,yes
Haryana,'By Drowning',Female,0-14,yes
Haryana,'By Overdose of sleeping pills',Female,0-14,no
Haryana,'By Jumping off Moving Vehicles/Trains',Female,0-14,no
Haryana,'By Other means (please specify)',Female,0-14,yes
Haryana,'By Consuming Other Poison',Female,0-14,yes
Haryana,'By Self Infliction of injury',Female,0-14,no
Haryana,'By Over Alcoholism',Female,0-14,yes
Haryana,'By Machine',Female,0-14,no
Haryana,'By Consuming Insecticides',Female,0-14,yes
Haryana,'By Fire-Arms',Female,0-14,no
Haryana,'By Jumping from (Building)',Female,0-14,no
Haryana,'By touching electric wires',Female,0-14,yes
Haryana,'By Consuming Insecticides',Male,0-14,no
Haryana,'By Fire-Arms',Male,0-14,no
Haryana,'By Overdose of sleeping pills',Male,0-14,no
Haryana,'By Self Infliction of injury',Male,0-14,no
Haryana,'By Jumping off Moving Vehicles/Trains',Male,0-14,no
Haryana,'By Consuming Other Poison',Male,0-14,yes
Haryana,'By Jumping from (Building)',Male,0-14,no
Haryana,'By Drowning',Male,0-14,yes
Haryana,'By Hanging',Male,0-14,yes
Haryana,'By Jumping from (Other sites)',Male,0-14,yes
Haryana,'By Fire/Self Immolation',Male,0-14,yes
Haryana,'By Over Alcoholism',Male,0-14,no
Haryana,'By touching electric wires',Male,0-14,no
Haryana,'By Other means (please specify)',Male,0-14,yes
Haryana,'By coming under running vehicles/trains',Male,0-14,no
Haryana,'By Machine',Male,0-14,no
Haryana,'By Jumping off Moving Vehicles/Trains',Female,15-29,no
Haryana,'By touching electric wires',Female,15-29,yes
Haryana,'By Consuming Other Poison',Female,15-29,yes
Haryana,'By Over Alcoholism',Female,15-29,no
Haryana,'By coming under running vehicles/trains',Female,15-29,no
Haryana,'By Overdose of sleeping pills',Female,15-29,no
Haryana,'By Hanging',Female,15-29,yes
Haryana,'By Jumping from (Other sites)',Female,15-29,no
Haryana,'By Self Infliction of injury',Female,15-29,no
Haryana,'By Other means (please specify)',Female,15-29,yes
Haryana,'By Consuming Insecticides',Female,15-29,yes
Haryana,'By Jumping from (Building)',Female,15-29,yes
Haryana,'By Fire-Arms',Female,15-29,yes
Haryana,'By Machine',Female,15-29,no
Haryana,'By Fire/Self Immolation',Female,15-29,yes
Haryana,'By Drowning',Female,15-29,yes
Haryana,'By Hanging',Male,15-29,yes
Haryana,'By Other means (please specify)',Male,15-29,yes
Haryana,'By Machine',Male,15-29,yes
Haryana,'By Jumping from (Other sites)',Male,15-29,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Male,15-29,yes
Haryana,'By Consuming Other Poison',Male,15-29,yes
Haryana,'By Consuming Insecticides',Male,15-29,yes
Haryana,'By Overdose of sleeping pills',Male,15-29,yes
Haryana,'By coming under running vehicles/trains',Male,15-29,yes
Haryana,'By Drowning',Male,15-29,yes
Haryana,'By Self Infliction of injury',Male,15-29,no
Haryana,'By Jumping from (Building)',Male,15-29,yes
Haryana,'By Fire/Self Immolation',Male,15-29,yes
Haryana,'By Fire-Arms',Male,15-29,no
Haryana,'By Over Alcoholism',Male,15-29,yes
Haryana,'By touching electric wires',Male,15-29,yes
Haryana,'By Self Infliction of injury',Female,30-44,no
Haryana,'By Consuming Other Poison',Female,30-44,yes
Haryana,'By Fire/Self Immolation',Female,30-44,yes
Haryana,'By Fire-Arms',Female,30-44,yes
Haryana,'By Machine',Female,30-44,no
Haryana,'By Jumping from (Other sites)',Female,30-44,yes
Haryana,'By Hanging',Female,30-44,yes
Haryana,'By Consuming Insecticides',Female,30-44,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Female,30-44,no
Haryana,'By Overdose of sleeping pills',Female,30-44,no
Haryana,'By touching electric wires',Female,30-44,yes
Haryana,'By Drowning',Female,30-44,yes
Haryana,'By coming under running vehicles/trains',Female,30-44,no
Haryana,'By Over Alcoholism',Female,30-44,no
Haryana,'By Other means (please specify)',Female,30-44,yes
Haryana,'By Jumping from (Building)',Female,30-44,yes
Haryana,'By Consuming Insecticides',Male,30-44,yes
Haryana,'By Drowning',Male,30-44,yes
Haryana,'By Overdose of sleeping pills',Male,30-44,yes
Haryana,'By touching electric wires',Male,30-44,yes
Haryana,'By Self Infliction of injury',Male,30-44,yes
Haryana,'By Machine',Male,30-44,no
Haryana,'By Jumping from (Other sites)',Male,30-44,yes
Haryana,'By Consuming Other Poison',Male,30-44,yes
Haryana,'By Jumping from (Building)',Male,30-44,yes
Haryana,'By Jumping off Moving Vehicles/Trains',Male,30-44,no
Haryana,'By Over Alcoholism',Male,30-44,yes
Haryana,'By Fire/Self Immolation',Male,30-44,yes
Haryana,'By Fire-Arms',Male,30-44,yes
Haryana,'By coming under running vehicles/trains',Male,30-44,no
Haryana,'By Hanging',Male,30-44,yes
Haryana,'By Other means (please specify)',Male,30-44,yes
Haryana,'By Machine',Female,45-59,no
Haryana,'By Fire/Self Immolation',Female,45-59,yes
Haryana,'By Self Infliction of injury',Female,45-59,no
Haryana,'By Other means (please specify)',Female,45-59,yes
Haryana,'By Consuming Other Poison',Female,45-59,yes
Haryana,'By Over Alcoholism',Female,45-59,yes
Haryana,'By coming under running vehicles/trains',Female,45-59,no
Haryana,'By Drowning',Female,45-59,yes
Haryana,'By Fire-Arms',Female,45-59,no
Haryana,'By Overdose of sleeping pills',Female,45-59,no
Haryana,'By Jumping off Moving Vehicles/Trains',Female,45-59,no
Haryana,'By Consuming Insecticides',Female,45-59,yes
Haryana,'By Hanging',Female,45-59,yes
Haryana,'By Jumping from (Building)',Female,45-59,no
Haryana,'By Jumping from (Other sites)',Female,45-59,no
Haryana,'By touching electric wires',Female,45-59,no
Haryana,'By Fire-Arms',Male,45-59,yes
Haryana,'By Other means (please specify)',Male,45-59,yes
Haryana,'By coming under running vehicles/trains',Male,45-59,yes
Haryana,'By Consuming Insecticides',Male,45-59,yes
Haryana,'By Fire/Self Immolation',Male,45-59,yes
Haryana,'By Jumping from (Other sites)',Male,45-59,yes
Haryana,'By touching electric wires',Male,45-59,yes
Haryana,'By Machine',Male,45-59,no
Haryana,'By Jumping off Moving Vehicles/Trains',Male,45-59,no
Haryana,'By Self Infliction of injury',Male,45-59,no
Haryana,'By Hanging',Male,45-59,yes
Haryana,'By Overdose of sleeping pills',Male,45-59,no
Haryana,'By Jumping from (Building)',Male,45-59,yes
Haryana,'By Consuming Other Poison',Male,45-59,yes
Haryana,'By Drowning',Male,45-59,yes
Haryana,'By Over Alcoholism',Male,45-59,yes
